row_id,uf,name,municipality,outcome,decision,best_lat,best_lng,note,best_formatted_address,best_place_id,best_location_type
RS_0046,RS,Santa Casa de Misericórdia,Santana do Livramento,"places_rooftop:hospital type, UF in FA, 0.0km from old",accept_best,-30.8900676,-55.538247399999996,,"R. Manduca Rodrigues, 285 - Centro, Sant'Ana do Livramento - RS, 97573-560",ChIJC76lK__-qZURbDDP2XJ07t8,ROOFTOP
RS_0060,RS,Associação Hosp. Beneficente Santo Antônio,Tenente Portela,"places_rooftop:hospital type, UF in FA, 385km away (penalty)",accept_best,-27.370385700000003,-53.7584478,,"RUA ROMARIO ROSA LOPES, 42 - CENTRO, Ten. Portela - RS, 98500-000",ChIJx_Y7YRXA-5QRdb-YbVBHvrM,ROOFTOP
