row_id,uf,name,municipality,outcome,decision,best_lat,best_lng,note,best_formatted_address,best_place_id,best_location_type
DF_0001,DF,Hospital Regional da Asa Norte - HRAN,Brasília - Asa Norte,"places_high:hospital type, muni match, UF in FA, 0.0km from old",accept_best,-15.7850532,-47.8827527,,"1310 - SMHN Q 2 - Asa Norte, Brasília - DF, 70740-610",ChIJV7jJ9P06WpMRAr0rqJg4J1s,ROOFTOP
DF_0002,DF,Hospital Materno Infantil de Brasília - HMIB,Brasília - Asa Sul,"places_high:hospital type, muni match, UF in FA, 0.0km from old",accept_best,-15.8238787,-47.8970194,,"Av. L2 Sul - SGAS II Quadra 608 Módulo A - Asa Sul, Brasília - DF, 70203-900",ChIJW-eUhzMlWpMRLDb7ev-W02I,ROOFTOP
