row_id,source_state_file,source_state_abbr,state,municipality,health_unit_name,address,phones_raw,cnes,antivenoms_raw,source_notes,state_clean,municipality_clean,health_unit_name_clean,address_clean,phones_clean,antivenoms_joined,geocode_query,normalization_notes,needs_review_pre_geocode
MS_0045,MS.json,MS,MATO GROSSO DO SUL,Navirai,Hospital Municipal de Naviraí,"Rua Pelotas, 133 - Centro",(67) 3924-4040,2710498,Crotálico|Escorpiônico|Botrópico|Fonêutrico|Loxoscélico,,MATO GROSSO DO SUL,Navirai,Hospital Municipal de Naviraí,"Rua Pelotas, 133 - Centro",(67) 3924-4040,"Crotálico, Escorpiônico, Botrópico, Fonêutrico, Loxoscélico","Hospital Municipal de Naviraí, Rua Pelotas, 133 - Centro, Navirai, MATO GROSSO DO SUL, Brasil",,false
MS_0046,MS.json,MS,MATO GROSSO DO SUL,Nioaque,Unidade Mista Aroldo Lima Couto,"Rua Coronel Camisão, s/n - Jardim Ouro Verde",(67) 3236-2667,2676869,Crotálico|Escorpiônico|Botrópico,,MATO GROSSO DO SUL,Nioaque,Unidade Mista Aroldo Lima Couto,"Rua Coronel Camisão, s/n - Jardim Ouro Verde",(67) 3236-2667,"Crotálico, Escorpiônico, Botrópico","Unidade Mista Aroldo Lima Couto, Rua Coronel Camisão, s/n - Jardim Ouro Verde, Nioaque, MATO GROSSO DO SUL, Brasil",,false
MS_0047,MS.json,MS,MATO GROSSO DO SUL,Nova Alvorada do Sul,Hospital Municipal Francisca Ortega,"Avenida Irineu de Souza Araújo, 641 - Jardim Eldorado",(67) 3456-1804,2558262,Crotálico|Escorpiônico|Botrópico|Fonêutrico|Loxoscélico,,MATO GROSSO DO SUL,Nova Alvorada do Sul,Hospital Municipal Francisca Ortega,"Avenida Irineu de Souza Araújo, 641 - Jardim Eldorado",(67) 3456-1804,"Crotálico, Escorpiônico, Botrópico, Fonêutrico, Loxoscélico","Hospital Municipal Francisca Ortega, Avenida Irineu de Souza Araújo, 641 - Jardim Eldorado, Nova Alvorada do Sul, MATO GROSSO DO SUL, Brasil",,false
MS_0048,MS.json,MS,MATO GROSSO DO SUL,Nova Andradina,Fundação Serviços de Saúde de Nova Andradina FUNSAU,"Rua Eulenir de Oliveira Lima, 71 - Durval Andrade Filho",(67) 3441-5050,2371243,Crotálico|Escorpiônico|Botrópico|Fonêutrico|Loxoscélico|Elapídico,,MATO GROSSO DO SUL,Nova Andradina,Fundação Serviços de Saúde de Nova Andradina FUNSAU,"Rua Eulenir de Oliveira Lima, 71 - Durval Andrade Filho",(67) 3441-5050,"Crotálico, Escorpiônico, Botrópico, Fonêutrico, Loxoscélico, Elapídico","Fundação Serviços de Saúde de Nova Andradina FUNSAU, Rua Eulenir de Oliveira Lima, 71 - Durval Andrade Filho, Nova Andradina, MATO GROSSO DO SUL, Brasil",,false
MS_0049,MS.json,MS,MATO GROSSO DO SUL,Paranaiba,Santa Casa de Misericórdia de Paranaíba,"Avenida Durval Rodrigues Lopes, 400 - Ipê Branco",(67) 3668-1256,2375850,Crotálico|Escorpiônico|Botrópico|Fonêutrico|Loxoscélico|Elapídico,,MATO GROSSO DO SUL,Paranaiba,Santa Casa de Misericórdia de Paranaíba,"Avenida Durval Rodrigues Lopes, 400 - Ipê Branco",(67) 3668-1256,"Crotálico, Escorpiônico, Botrópico, Fonêutrico, Loxoscélico, Elapídico","Santa Casa de Misericórdia de Paranaíba, Avenida Durval Rodrigues Lopes, 400 - Ipê Branco, Paranaiba, MATO GROSSO DO SUL, Brasil",,false
MS_0050,MS.json,MS,MATO GROSSO DO SUL,Paranhos,Hospital Maternidade Nossa Senhora da Conceição,"Rua João Ponce de Arruda, 2383 - Centro",(67) 3480-1290,2710463,Crotálico|Botrópico,,MATO GROSSO DO SUL,Paranhos,Hospital Maternidade Nossa Senhora da Conceição,"Rua João Ponce de Arruda, 2383 - Centro",(67) 3480-1290,"Crotálico, Botrópico","Hospital Maternidade Nossa Senhora da Conceição, Rua João Ponce de Arruda, 2383 - Centro, Paranhos, MATO GROSSO DO SUL, Brasil",,false
MS_0051,MS.json,MS,MATO GROSSO DO SUL,Pedro Gomes,Hospital Municipal de Pedro Gomes,"Rua Nicanor Fernandes Moura, 128 - Centro",(67) 3230-1301,2376946,Crotálico|Escorpiônico|Botrópico,,MATO GROSSO DO SUL,Pedro Gomes,Hospital Municipal de Pedro Gomes,"Rua Nicanor Fernandes Moura, 128 - Centro",(67) 3230-1301,"Crotálico, Escorpiônico, Botrópico","Hospital Municipal de Pedro Gomes, Rua Nicanor Fernandes Moura, 128 - Centro, Pedro Gomes, MATO GROSSO DO SUL, Brasil",,false
MS_0052,MS.json,MS,MATO GROSSO DO SUL,Ponta Porã,Hospital Regional Dr. José de Simone Netto,"Rua Baltazar Saldanha, 1501 - Centro",(67) 3926-6779,2651610,Crotálico|Escorpiônico|Botrópico,,MATO GROSSO DO SUL,Ponta Porã,Hospital Regional Dr. José de Simone Netto,"Rua Baltazar Saldanha, 1501 - Centro",(67) 3926-6779,"Crotálico, Escorpiônico, Botrópico","Hospital Regional Dr. José de Simone Netto, Rua Baltazar Saldanha, 1501 - Centro, Ponta Porã, MATO GROSSO DO SUL, Brasil",,false
MS_0053,MS.json,MS,MATO GROSSO DO SUL,Porto Murtinho,Hospital Municipal Oscar Ramires Pereira,"Rua Joaquim Murtinho, 436 - Centro",(67) 3287-1002,2710447,Crotálico|Escorpiônico|Botrópico,,MATO GROSSO DO SUL,Porto Murtinho,Hospital Municipal Oscar Ramires Pereira,"Rua Joaquim Murtinho, 436 - Centro",(67) 3287-1002,"Crotálico, Escorpiônico, Botrópico","Hospital Municipal Oscar Ramires Pereira, Rua Joaquim Murtinho, 436 - Centro, Porto Murtinho, MATO GROSSO DO SUL, Brasil",,false
MS_0054,MS.json,MS,MATO GROSSO DO SUL,Ribas do Rio Pardo,Hospital 19 de Março,"Rua Júlio Viana, 270 - Santos Dumont",(67) 3238-1259,2536935,Escorpiônico|Botrópico,,MATO GROSSO DO SUL,Ribas do Rio Pardo,Hospital 19 de Março,"Rua Júlio Viana, 270 - Santos Dumont",(67) 3238-1259,"Escorpiônico, Botrópico","Hospital 19 de Março, Rua Júlio Viana, 270 - Santos Dumont, Ribas do Rio Pardo, MATO GROSSO DO SUL, Brasil",,false
MS_0055,MS.json,MS,MATO GROSSO DO SUL,Rio Brilhante,Hospital e Maternidade de Rio Brilhante,"Avenida Lourival Barbosa, 1396 - Centro",(67) 3452-7378,4068823,Crotálico|Escorpiônico|Botrópico,,MATO GROSSO DO SUL,Rio Brilhante,Hospital e Maternidade de Rio Brilhante,"Avenida Lourival Barbosa, 1396 - Centro",(67) 3452-7378,"Crotálico, Escorpiônico, Botrópico","Hospital e Maternidade de Rio Brilhante, Avenida Lourival Barbosa, 1396 - Centro, Rio Brilhante, MATO GROSSO DO SUL, Brasil",,false
MS_0056,MS.json,MS,MATO GROSSO DO SUL,Rio Negro,Hospital e Maternidade Idimaque Paes Ferreira,"Rua Boa Vista, 125 - Bairro Alto",(67) 3278-1819,2710455,Crotálico|Escorpiônico|Botrópico|Fonêutrico|Loxoscélico,,MATO GROSSO DO SUL,Rio Negro,Hospital e Maternidade Idimaque Paes Ferreira,"Rua Boa Vista, 125 - Bairro Alto",(67) 3278-1819,"Crotálico, Escorpiônico, Botrópico, Fonêutrico, Loxoscélico","Hospital e Maternidade Idimaque Paes Ferreira, Rua Boa Vista, 125 - Bairro Alto, Rio Negro, MATO GROSSO DO SUL, Brasil",,false
MS_0057,MS.json,MS,MATO GROSSO DO SUL,Rio Verde,Hospital Geral Paulino Alves da Cunha,"Rua Semíramis Duailibi, 170 - Tupinambás",(67) 3292-1308,2374439,Crotálico|Escorpiônico|Botrópico|Fonêutrico|Loxoscélico|Elapídico,,MATO GROSSO DO SUL,Rio Verde,Hospital Geral Paulino Alves da Cunha,"Rua Semíramis Duailibi, 170 - Tupinambás",(67) 3292-1308,"Crotálico, Escorpiônico, Botrópico, Fonêutrico, Loxoscélico, Elapídico","Hospital Geral Paulino Alves da Cunha, Rua Semíramis Duailibi, 170 - Tupinambás, Rio Verde, MATO GROSSO DO SUL, Brasil",,false
MS_0058,MS.json,MS,MATO GROSSO DO SUL,Santa Rita do Pardo,Unidade Mista de Saúde N. Sra. Perpétuo Socorro,"Rua Prudente Moraes, 1148 - Centro",(67) 3591-1621,2375958,Crotálico|Botrópico,,MATO GROSSO DO SUL,Santa Rita do Pardo,Unidade Mista de Saúde N. Sra. Perpétuo Socorro,"Rua Prudente Moraes, 1148 - Centro",(67) 3591-1621,"Crotálico, Botrópico","Unidade Mista de Saúde N. Sra. Perpétuo Socorro, Rua Prudente Moraes, 1148 - Centro, Santa Rita do Pardo, MATO GROSSO DO SUL, Brasil",,false
MS_0059,MS.json,MS,MATO GROSSO DO SUL,São Gabriel d'Oeste,Hospital Municipal José Valdir Antunes de Oliveira,"Rua João Evangelista Rosa, 1156 - Centro",(67) 3295-3206,2659603,Escorpiônico|Botrópico|Fonêutrico|Loxoscélico|Elapídico,,MATO GROSSO DO SUL,São Gabriel d'Oeste,Hospital Municipal José Valdir Antunes de Oliveira,"Rua João Evangelista Rosa, 1156 - Centro",(67) 3295-3206,"Escorpiônico, Botrópico, Fonêutrico, Loxoscélico, Elapídico","Hospital Municipal José Valdir Antunes de Oliveira, Rua João Evangelista Rosa, 1156 - Centro, São Gabriel d'Oeste, MATO GROSSO DO SUL, Brasil",,false
MS_0060,MS.json,MS,MATO GROSSO DO SUL,Selvíria,Hospital Municipal Santa Rita de Cássia,"Rua Rui Barbosa, s/n - Centro",(67) 3579-1340,2612135,Escorpiônico|Botrópico,,MATO GROSSO DO SUL,Selvíria,Hospital Municipal Santa Rita de Cássia,"Rua Rui Barbosa, s/n - Centro",(67) 3579-1340,"Escorpiônico, Botrópico","Hospital Municipal Santa Rita de Cássia, Rua Rui Barbosa, s/n - Centro, Selvíria, MATO GROSSO DO SUL, Brasil",,false
MS_0061,MS.json,MS,MATO GROSSO DO SUL,Sete Quedas,Hospital Municipal de Sete Quedas,"Rua Rui Barbosa, 701 - Centro",(67) 3479-2243,2558327,Crotálico|Escorpiônico|Botrópico,,MATO GROSSO DO SUL,Sete Quedas,Hospital Municipal de Sete Quedas,"Rua Rui Barbosa, 701 - Centro",(67) 3479-2243,"Crotálico, Escorpiônico, Botrópico","Hospital Municipal de Sete Quedas, Rua Rui Barbosa, 701 - Centro, Sete Quedas, MATO GROSSO DO SUL, Brasil",,false
MS_0062,MS.json,MS,MATO GROSSO DO SUL,Sidrolândia,Sociedade Beneficente Dona Ermíria Silvério Barbosa,"Rua Distrito Federal, 490 - Centro",(67) 3272-1424,2370816,Crotálico|Botrópico|Elapídico,,MATO GROSSO DO SUL,Sidrolândia,Sociedade Beneficente Dona Ermíria Silvério Barbosa,"Rua Distrito Federal, 490 - Centro",(67) 3272-1424,"Crotálico, Botrópico, Elapídico","Sociedade Beneficente Dona Ermíria Silvério Barbosa, Rua Distrito Federal, 490 - Centro, Sidrolândia, MATO GROSSO DO SUL, Brasil",,false
MS_0063,MS.json,MS,MATO GROSSO DO SUL,Sonora,Hospital Rachid Saldanha Derzi,"Rua 3 de Junho, 78 - Centro",(67) 3254-2606,2361027,Crotálico|Escorpiônico|Botrópico|Fonêutrico|Loxoscélico,,MATO GROSSO DO SUL,Sonora,Hospital Rachid Saldanha Derzi,"Rua 3 de Junho, 78 - Centro",(67) 3254-2606,"Crotálico, Escorpiônico, Botrópico, Fonêutrico, Loxoscélico","Hospital Rachid Saldanha Derzi, Rua 3 de Junho, 78 - Centro, Sonora, MATO GROSSO DO SUL, Brasil",,false
MS_0064,MS.json,MS,MATO GROSSO DO SUL,Tacuru,Hospital Municipal São Sebastião,"Avenida José de La Paz Ortiz, 529 - Centro",(67) 3478-1591,2376873,Botrópico|Fonêutrico|Loxoscélico|Escorpiônico,,MATO GROSSO DO SUL,Tacuru,Hospital Municipal São Sebastião,"Avenida José de La Paz Ortiz, 529 - Centro",(67) 3478-1591,"Botrópico, Fonêutrico, Loxoscélico, Escorpiônico","Hospital Municipal São Sebastião, Avenida José de La Paz Ortiz, 529 - Centro, Tacuru, MATO GROSSO DO SUL, Brasil",,false
MS_0065,MS.json,MS,MATO GROSSO DO SUL,Taquarussu,Unidade Mista Sagrado Coração Jesus,"Rua Prof. Nahir Rua Nogueira, 567 - Centro",(67) 3444-1313,2376547,Escorpiônico|Botrópico|Fonêutrico|Loxoscélico,,MATO GROSSO DO SUL,Taquarussu,Unidade Mista Sagrado Coração Jesus,"Rua Prof. Nahir Rua Nogueira, 567 - Centro",(67) 3444-1313,"Escorpiônico, Botrópico, Fonêutrico, Loxoscélico","Unidade Mista Sagrado Coração Jesus, Rua Prof. Nahir Rua Nogueira, 567 - Centro, Taquarussu, MATO GROSSO DO SUL, Brasil",,false
MS_0066,MS.json,MS,MATO GROSSO DO SUL,Tres Lagoas,Hospital Nossa Senhora Auxiliadora,"Avenida Rosário Congro, 1533 - Colinos",(67) 2105-3500,2756951,Crotálico|Escorpiônico|Botrópico|Fonêutrico|Loxoscélico,,MATO GROSSO DO SUL,Tres Lagoas,Hospital Nossa Senhora Auxiliadora,"Avenida Rosário Congro, 1533 - Colinos",(67) 2105-3500,"Crotálico, Escorpiônico, Botrópico, Fonêutrico, Loxoscélico","Hospital Nossa Senhora Auxiliadora, Avenida Rosário Congro, 1533 - Colinos, Tres Lagoas, MATO GROSSO DO SUL, Brasil",,false
MS_0067,MS.json,MS,MATO GROSSO DO SUL,Vicentina,Hospital Municipal Maria dos Santos Bastos,"Rua Santo André, s/n - Centro",(67) 3468-1196,2558351,Crotálico|Botrópico|Elapídico,,MATO GROSSO DO SUL,Vicentina,Hospital Municipal Maria dos Santos Bastos,"Rua Santo André, s/n - Centro",(67) 3468-1196,"Crotálico, Botrópico, Elapídico","Hospital Municipal Maria dos Santos Bastos, Rua Santo André, s/n - Centro, Vicentina, MATO GROSSO DO SUL, Brasil",,false
MT_0001,MT.json,MT,MATO GROSSO,Água Boa,Hospital Regional de Saúde,"R. Dezesseis, 150-Centro",(66) 3468-1246,2473046,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,,MATO GROSSO,Água Boa,Hospital Regional de Saúde,"R. Dezesseis, 150-Centro",(66) 3468-1246,"Botrópico, Crotálico, Elapídico, Laquetico, Escorpiônico, Loxoscelico, Fonêutrico","Hospital Regional de Saúde, R. Dezesseis, 150-Centro, Água Boa, MATO GROSSO, Brasil",,false
