row_id,source_state_file,source_state_abbr,state,municipality,health_unit_name,address,phones_raw,cnes,antivenoms_raw,source_notes
CE_0031,CE.json,CE,CEARÁ,Pedra Branca,Hospital Municipal São Sebastião,R. Furtunato Silva - Bom Princípio,(88) 3515-1026,2723255,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0032,CE.json,CE,CEARÁ,Piquet Carneiro,Hospital Municipal de Piquet Carneiro,"R. Rancho Verde, s/n - Piquet Carneiro",(88) 3516-1192,2561409,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0033,CE.json,CE,CEARÁ,Quixadá,Hospital Municipal Dr. Eudásio Barroso,"Praça João Brasileiro Filho, 2324 - Centro",(88) 3412-8556,2328402,Botrópico|Crotálico|Laquético|Elapídico|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0034,CE.json,CE,CEARÁ,Quixadá,Hospital e Maternidade Jesus Maria José,"Av. Francisco Pinheiro de Almeida, 2268 - Planalto Universitário",(88) 3412-0681,2328399,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0035,CE.json,CE,CEARÁ,Quixelô,Hospital Municipal de Quixelô,"R. Maria Julia, s/n - Centro",(88) 3579-1197,2328929,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0036,CE.json,CE,CEARÁ,Quixeramobim,Hospital Regional Doutor Pontes Neto Filho,"R. Alto do Boqueirão, s/n - Centro",(88) 3441-1353,2328380,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0037,CE.json,CE,CEARÁ,Quixeramobim,Hospital Regional Sertão Central,"Rodovia CE 060, Km 198 - Estrada do Algodão",(88) 3406-1300,7061021,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0038,CE.json,CE,CEARÁ,Russas,Hospital e Casa de Saúde de Russas,"R. Dr. José Ramalho, 1436 - Centro",(88) 3411-0147,2328003,Botrópico|Crotálico|Laquético|Elapídico|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0039,CE.json,CE,CEARÁ,Saboeiro,Hospital Unidade Mista de Saúde,R. Sinfronio Braga - Centro,(88) 3526-1267,2561018,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0040,CE.json,CE,CEARÁ,São Benedito,Hospital Municipal de São Benedito,"Rodovia da Confianca Norte, s/n - Pimenteiras",(88) 3626-1363,2665190,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0041,CE.json,CE,CEARÁ,Senador Pompeu,Hospital e Maternidade Santa Isabel,"Av. Joaquim Ferreira de Magalhães, 997 - Centro",(88) 99741-1404,2611481,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0042,CE.json,CE,CEARÁ,Sobral,Hospital Regional Norte,"Av. John Sanford, 1505 - Junco",(88) 3677-9300,6848710,Botrópico|Crotálico|Laquético|Elapídico|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0043,CE.json,CE,CEARÁ,Sobral,Santa Casa Sobral,"Rua Antônio Crisóstomo de Melo, 919 - Centro",(85) 3112-0400,7556594,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0044,CE.json,CE,CEARÁ,Solonópole,Hospital e Maternidade Maria Suelly Nogueira Pinheiro,"R. Dep. Alfredo Barreira Filho, 128 - Centro",(88) 3518-1133,2328119,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0045,CE.json,CE,CEARÁ,Tauá,Hospital Regional e Maternidade Alberto Feitosa Lima,"R. Abgail Cidrão, 213 - Planalto dos Colibris",(91) 3437-4299,2328046,Botrópico|Crotálico|Laquético|Elapídico|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,phone shows area code (91) in source; likely typo for CE (88)
CE_0046,CE.json,CE,CEARÁ,Tianguá,Hospital e Maternidade Madalena Nunes,"R. Assembléia de Deus, s/n - Centro",(88) 3671-2100,2560852,Botrópico|Crotálico|Laquético|Elapídico|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0047,CE.json,CE,CEARÁ,Ubajara,Hospital Municipal Belarmina da Costa,"R. Antônio de Barros, 173",(88) 3634-2322,2561328,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0048,CE.json,CE,CEARÁ,Umari,Hospital Hercília Lopes,Rua Dom Quintino S/N,(88) 98856-4428,2499045,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
CE_0049,CE.json,CE,CEARÁ,Viçosa do Ceará,Hospital de Maternidade de Viçosa do Ceará,"Av. José Figueira, s/n - Centro",(88) 3632-1119,2561425,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,
DF_0001,DF.json,DF,DISTRITO FEDERAL,Brasília - Asa Norte,Hospital Regional da Asa Norte - HRAN,"SMHN s/n, Quadra 101, Área Especial - Plano Piloto",(61) 3449-4727,10464,Soro antibotrópico|soro anticrotálico|soro antiaracnídico|soro antiescorpiônico e soro antilonômico,
DF_0002,DF.json,DF,DISTRITO FEDERAL,Brasília - Asa Sul,Hospital Materno Infantil de Brasília - HMIB,SGAS 608/609 Módulo A - L2 Sul,(61) 3449-7746,10537,Soro antibotrópico|soro anticrotálico|soro antiescorpiônico|soro Antiaracnídico e soro antilonômico,
DF_0003,DF.json,DF,DISTRITO FEDERAL,Brazlândia,Hospital Regional Brazlândia,Área Especial 06 - Setor Tradiconal,(61)3449-6390,10545,Soro antibotrópico|soro anticrotálico|soro antiaracnídeo e soro antiescorpiônico,
DF_0004,DF.json,DF,DISTRITO FEDERAL,Ceilândia,Hospital Regional Ceilândia,QNM 27 - Área Especial 01,(61)3449-6138,10480,Soro antibotrópico|soro anticrotálico|soro antiaracnídico e soro antiescorpiônico,
DF_0005,DF.json,DF,DISTRITO FEDERAL,Gama,Hospital Regional do Gama,Área Especial nº 1 - Setor Central,(61)3449-7333,10472,Soro antibotrópico|soro anticrotálico|soro antiaracnídico e soro antiescorpiônico,
DF_0006,DF.json,DF,DISTRITO FEDERAL,Guará,Hospital Regional Guará,"QI 06, Lt. C, Área Especial – Guará I",(61) 3449-4988,2814897,Soro antiescorpiônico,
DF_0007,DF.json,DF,DISTRITO FEDERAL,Paranoá,Hospital da Região Leste,"Quadra 2, Conj. K, Lt. 1, Setor Hospitalar",(61) 3449-5306,2645157,Soro antibotrópico|soro anticrotálico e soro antiescorpiônico|soro antiaracnídico,antivenom list wraps across pages 1-2
DF_0008,DF.json,DF,DISTRITO FEDERAL,Planaltina,Hospital Regional Planaltina,"Av. WL 4, Setor Hospitalar Oeste – Área Especial",(61) 3449-5819,10529,Soro antibotrópico|soro anticrotálico|soro antiaracnídico e soro antiescorpiônico,
DF_0009,DF.json,DF,DISTRITO FEDERAL,Santa Maria,Hospital Regional de Santa Maria,"Avenida dos Alagados, Quadra AC 102, Blocos A, B, C e D, s/n",(61) 4042-7770,5717515,Soro antibotrópico|soro anticrotálico|soro antiaracnídico e soro antiescorpiônico,
DF_0010,DF.json,DF,DISTRITO FEDERAL,Sobradinho,Hospital Regional de Sobradinho,Quadra 12 - Área Especial,(61) 3449-5630,10502,Soro antibotrópico|soro anticrotálico|soro antiaracnídico e soro antiescorpiônico,
DF_0011,DF.json,DF,DISTRITO FEDERAL,Taguatinga,Hospital Regional de Taguatinga,QNC – Área Especial 24,(61)3449-6668,10499,Soro antibotrópico|soro anticrotálico|soro antiaracnídico e soro antiescorpiônico,
ES_0001,ES.json,ES,ESPÍRITO SANTO,Afonso Cláudio,Hosp. São Vicente de Paulo - HSVP,"Avenida José Giestas, 63 - Centro",(27) 3735-1699,2402874,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0002,ES.json,ES,ESPÍRITO SANTO,Alegre,Pronto Atendimento Municipal de Alegre - PAM,"Rua Olivio Correia Pedrosa, s/n - Centro",(28) 3552-2153,2448025,Escorpiônico|Botrópico,
ES_0003,ES.json,ES,ESPÍRITO SANTO,Alfredo Chaves,Pronto Atendimento Municipal Klinger Minassa,"Rua Moacir Saudino, s/n - Centro",(27) 3269-2315,3743772,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0004,ES.json,ES,ESPÍRITO SANTO,Anchieta,Hospital Padre Humberto - MEPES,"Rua Costa Pereira, 129 - Centro",(28) 3536-1151,2499568,Escorpiônico|Botrópico,
ES_0005,ES.json,ES,ESPÍRITO SANTO,Aracruz,Hospital e Maternidade São Camilo - HMSC,"Rua Manoel Pereira, 300 - Vila Rica",(27) 3256-9700,2770326,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0006,ES.json,ES,ESPÍRITO SANTO,Atílio Vivacqua,Hospital Dra. Andrea Canzian Lopes - HDACL,"Rua Capitão Jovino Alves Pedra, 20 - Niterói",(28) 3538-1219,2485397,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0007,ES.json,ES,ESPÍRITO SANTO,Baixo Guandu,Hosp. Dr. João dos Santos Neves - HDJSN,"Rua Dr. Hugo Lopes Nalle, 319 - Centro",(27) 3732-2900,2675714,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0008,ES.json,ES,ESPÍRITO SANTO,Barra de São Francisco,Hospital Estadual Alceu Melgaço Filho,"Rua Pref. Manoel Gonçalves, 825 - Centro",(27) 3756-8455,2445956,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico|Crotálico,
ES_0009,ES.json,ES,ESPÍRITO SANTO,Boa Esperança,Hospital e Maternidade Cristo Rei - HMCR,"Avenida Senador Eurico Rezende, 848 - Centro",(27) 3768-1162,2485249,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0010,ES.json,ES,ESPÍRITO SANTO,Cachoeiro de Itapemirim,Hospital Infantil Francisco de Assis - HIFA,"Rua Coronel Guardia, 100 - Centro",(28) 2101-5656,2485729,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0011,ES.json,ES,ESPÍRITO SANTO,Cachoeiro de Itapemirim,Unidade de Pronto Atendimento Dr. Antonio Jorge Abib Netto,"Rua Horaci Amarante Matos, s/n - Marbrasa",(28) 3518-4136,9132813,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0012,ES.json,ES,ESPÍRITO SANTO,Castelo,Hospital Municipal de Castelo,"Rua Antônio Bento, 112 - Centro",(28) 3542-1591,6823351,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0013,ES.json,ES,ESPÍRITO SANTO,Colatina,Hospital e Maternidade Sílvio Avidos - HSA,"Rua Cassiano Castelo, 307 - Centro",(27) 3721-7929,2446030,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico|Crotálico|Laquético|Elapídico,
ES_0014,ES.json,ES,ESPÍRITO SANTO,Colatina,Hospital e Maternidade São José,"Ladeira Cristo Rei, 514 - Perpétuo Socorro",(27) 2102-2100/2102,2448521,Escorpiônico|Botrópico,
ES_0015,ES.json,ES,ESPÍRITO SANTO,Conceição da Barra,Hospital Nossa Senhora da Conceição - HNSC,"Rua Prefeito Ítalo Benso, 735 - Centro",(27) 3762-3608,2483939,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0016,ES.json,ES,ESPÍRITO SANTO,Conceição do Castelo,Hosp. Municipal N. S. da Penha - HMNSP,"Rua José Oliveira de Souza, 300 - Pedro Rigo",(27) 3547-1144,2630079,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0017,ES.json,ES,ESPÍRITO SANTO,Domingos Martins,Hosp. e Mat. Arthur Gerardt - SCV,"Avenida Koehler, 230 - Centro",(27) 3268-1499,2402882,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico|Crotálico|Laquético|Lonômico,
ES_0018,ES.json,ES,ESPÍRITO SANTO,Ecoporanga,Fund. Med. Assist. do Trab. Rural de Ecoporanga - FUMATRE,"Rua Idalina Monteiro, 195 - Nossa Senhora Aparecida",(27) 3755-1131,2484676,Escorpiônico|Botrópico,
ES_0019,ES.json,ES,ESPÍRITO SANTO,Fundão,Hospital Dr. César Agostini - HDCA,"Avenida César Pegoretti, s/n - Centro",(27) 3267-1840,2626748,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0020,ES.json,ES,ESPÍRITO SANTO,Guaçuí,Pronto Atendimento Lionizio Goncalves da Rocha,"Rua Eugenio de Souza Paixão, s/n - Quincas Machado",(28) 3553-0479,3480550,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0021,ES.json,ES,ESPÍRITO SANTO,Guarapari,Unidade de Pronto Atendimento II Dr João Batista de Almeida Neto,"Rua Cachoeiro de Itapemirim, s/n - Ipiranga",(27) 3261-6989,2466422,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0022,ES.json,ES,ESPÍRITO SANTO,Ibatiba,Pronto Atendimento Municipal Eliana S. T. Carvalho,"Rua Nossa Senhora do Rosário, s/n - Centro",(28) 3543-1136,6517862,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0023,ES.json,ES,ESPÍRITO SANTO,Ibitirama,Pronto Atendimento Municipal de Ibitirama,"RuaLazarino Ricci, s/n - Centro",(28) 3569-1423,9473769,Botrópico,
ES_0024,ES.json,ES,ESPÍRITO SANTO,Iconha,Hospital e Maternidade Danilo Monteiro de Castro - HMDMC,"Rua Alvim Serrão, 40 - Centro",(28) 3537-1225,2615339,Botrópico,
ES_0025,ES.json,ES,ESPÍRITO SANTO,Irupi,Pronto Atendimento Municipal de Irupi,"Rua João Costa, 570 - João Tomaz",(28) 3548-1101,6487874,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0026,ES.json,ES,ESPÍRITO SANTO,Itaguaçu,Hosp. N. S. da Boa Família - HNSBF,"Alameda Matheus Antônio Prederigo, 01 - Centro",(27) 3725-1105,2445085,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0027,ES.json,ES,ESPÍRITO SANTO,Itapemirim,Hospital Evangélico de Itapemirim - HEI,"Avenida Cristiano Dias Lopes Filho, s/n - Centro",(28) 3529-6277,6945368,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0028,ES.json,ES,ESPÍRITO SANTO,Itarana,Hospital São Bráz - HSB,"Rua Pascal Marques, 300 - Centro",(27) 3720-1759,2629992,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0029,ES.json,ES,ESPÍRITO SANTO,Iúna,Santa Casa de Iúna - SCI,"Avenida Tancredo Neves, 381 - Niterói",(28) 3545-1213,2650533,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0030,ES.json,ES,ESPÍRITO SANTO,Jaguaré,Unidade Mista de Internação - UMI,"Rua Paschoal Brioschi, 319 - Centro",(27) 3769-1768,2484269,Escorpiônico|Botrópico,
ES_0031,ES.json,ES,ESPÍRITO SANTO,Jerônimo Monteiro,Hospital de Jerônimo Monteiro - UIJM,"Avenida Dr. José Farah, 34 – Centro",(28) 3558-1133,2447894,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico|Laquético|Elapídico,
ES_0032,ES.json,ES,ESPÍRITO SANTO,João Neiva,Hospital e Maternidade Sagrado Coração de Maria,"Rua Eurico Sales, 110 - Centro",(27) 3258-1050,2403242,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0033,ES.json,ES,ESPÍRITO SANTO,Laranja da Terra,Hospital Municipal São João Batista,"Avenida Germano Stabenow, s/n - Centro",(27) 3736-1323/1390,3007472,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0034,ES.json,ES,ESPÍRITO SANTO,Linhares,Hospital Geral de Linhares – HGL,"Rua Monsenhor Pedrinha, 800 - Araçá",(27) 3372-3043/1965,2465825,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico|Elapídico,
ES_0035,ES.json,ES,ESPÍRITO SANTO,Mantenópolis,Pronto Atendimento Municipal - PAM,"Rua Jaime dos Santos Neves, 1 - Centro",(27) 3758-2255,7327404,Escorpiônico|Botrópico,
ES_0036,ES.json,ES,ESPÍRITO SANTO,Marataízes,Pronto Atendimento da Barra,"Avenida Simão Soares, s/n - Barra do Itapemirim",(28) 3532-5856,2547392,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0037,ES.json,ES,ESPÍRITO SANTO,Marilândia,Pronto Atendimento de Marilandia - Policlínica Vereador Elio Bertolo,"Rua Angela Saverginni, 265 - Centro",(27) 3724-2970/2983,2484633,Escorpiônico|Botrópico,
ES_0038,ES.json,ES,ESPÍRITO SANTO,Mimoso do Sul,Hospital Apóstolo Pedro - HAP,"Rua Cecilino de Melo Portinho, 193 - Centro",(28) 3555-1566,2448173,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0039,ES.json,ES,ESPÍRITO SANTO,Montanha,Hospital e Maternidade Nossa Sra. Aparecida - HMNSA,"Avenida Antônio Paulino, 1060 - Centro",(27) 3754-1215,2483998,Escorpiônico|Botrópico,
ES_0040,ES.json,ES,ESPÍRITO SANTO,Mucurici,Hospital São João Batista,"Rua Coronel Vindilino Lima, 117 - Centro",(27) 3751-1331,2702800,Escorpiônico|Botrópico,
ES_0041,ES.json,ES,ESPÍRITO SANTO,Muniz Freire,"Hospital Santa Casa de Misericórdia Jesus, Maria e José - HSCJMJ","Rua Ercílio José Areias, 66 - Centro",(28) 3544-1147,2547090,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0042,ES.json,ES,ESPÍRITO SANTO,Muqui,Hospital Maternidade Dr. Aluisio Filgueiras,"Rua João Jacinto, 316 - Centro",(28) 3544-1339,2446782,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0043,ES.json,ES,ESPÍRITO SANTO,Nova Venécia,Hospital São Marcos - HSM,"Rua Paraná, 164 - Beira-Rio",(27) 3383-7200,2484943,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0044,ES.json,ES,ESPÍRITO SANTO,Pancas,Hospital e Maternidade de Pancas,Rua Espírito Santo s/n - Bairro Operário,(27) 3726-1201,2448645,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0045,ES.json,ES,ESPÍRITO SANTO,Pedro Canário,Hospital Menino Jesus - HMJ,"Praça Presidente Castelo Branco, 90 - Centro",(27) 3764-1101,2678233,Escorpiônico|Botrópico,
ES_0046,ES.json,ES,ESPÍRITO SANTO,Pinheiros,Hospital Municipal de Pinheiros - HP,"Rua Dr. Lobato, s/n - Centro",(27) 3765-2155,2484366,Escorpiônico|Botrópico,
ES_0047,ES.json,ES,ESPÍRITO SANTO,Presidente Kennedy,Pronto Atendimento Municipal de Presidente Kennedy - PAM,"Rua Sebastião Vieira de Menezes, 100 - Centro",(28) 3535-1105,2548119,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0048,ES.json,ES,ESPÍRITO SANTO,Rio Bananal,Hospital e Maternidade Alfredo Pinto Santana,"Rua João Cipriano, 500 - São Sebastião",(27) 3265-1101,2494345,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0049,ES.json,ES,ESPÍRITO SANTO,Santa Leopoldina,Hospital Evangélico de Santa Leopoldina - HESL,"Ladeira Vereadora Rosalina Ribeiro Nunes, 1000",(27) 3266-1131,2599899,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0050,ES.json,ES,ESPÍRITO SANTO,Santa Maria de Jetibá,Hospital Evangélico de Santa Maria de Jetibá,"Rua Hermann Miertschink, 210 - Centro",(27) 2121-3777,2569213,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0051,ES.json,ES,ESPÍRITO SANTO,Santa Teresa,Hospital Madre Regina Prottmann,"Avenida das Acácias, 417 - Jardim da Montanha",(27) 3259-1113,2532190,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico|Lonômico,
ES_0052,ES.json,ES,ESPÍRITO SANTO,São Domingos do Norte,Pronto Atendimento Eugenio Malacarne,"Rua Valeriano Sebastião Pagani, s/n - Centro",(27) 3742 - 1034,2445638,Escorpiônico|Botrópico,
ES_0053,ES.json,ES,ESPÍRITO SANTO,São Gabriel da Palha,Hospital Dr Fernando Serra – HFS,"Rua 14 De Maio, 90 - Centro",(27) 3727-1387,2448807,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0054,ES.json,ES,ESPÍRITO SANTO,São José do Calçado,Hospital São José,"Rua Dr. José Fernando Medina, s/n - Centro",(28) 3556-2800,2547317,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0055,ES.json,ES,ESPÍRITO SANTO,São Mateus,Hospital Roberto A. Silvares - HRAS,"Avenida Othovarino Duarte Santos, Km 02 - Parque Washington",(27) 3767-7540,2550687,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico|Crotálico|Elapídico,
ES_0056,ES.json,ES,ESPÍRITO SANTO,São Roque do Canaã,Unidade de Saúde Ethevaldo Francisco Roldi,"Rua Olivio Perini, 107 - Cinco Casinhas",(27) 3729-1775,2569191,Escorpiônico|Botrópico,
ES_0057,ES.json,ES,ESPÍRITO SANTO,Serra,Hospital Estadual Jayme dos Santos Neves,"Avenida Paulo Pereira Gomes, s/n - Morada de Laranjeira",(27) 3331-7500,7257406,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico|Crotálico|Laquético,
ES_0058,ES.json,ES,ESPÍRITO SANTO,Vargem Alta,Hospital Padre Olívio,"Vila Boa Esperança, s/n - Jaciguá",(28) 3525-1091/99885-0720,2547201,Botrópico,
ES_0059,ES.json,ES,ESPÍRITO SANTO,Venda Nova do Imigrante,Hospital Padre Máximo - HPM,"Avenida Lourenço Zandonade, 880 - Vila Betania",(28) 3546-1131,2403331,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0060,ES.json,ES,ESPÍRITO SANTO,Vila Valério,Pronto Atendimento Maria do Carmo Tom Dalmagro,"Avenida Benedito Alves Soares, s/n - Santa Rita",(27) 3728-1040,6674593,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
ES_0061,ES.json,ES,ESPÍRITO SANTO,Vila Velha,Hosp. Estadual Infantil e Maternidade Alzir Bernadino Alves - HEIMABA,"Avenida Ministro Salgado Filho, 918 - Soteco",(27) 3636-3187,2678179,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,
GO_0001,GO.json,GO,GOIÁS,Acreúna,Hospital Público Municipal Rosulino Campos B. de Minas,Avenida São Felipe Area Remanescente S/N Setor Campestre - CEP:75960-000,(64) 3645-8010,2437570,Crotálico|Escorpiônico|Fonêutrico|Loxoscélico,
GO_0002,GO.json,GO,GOIÁS,Água Fria de Goiás,Centro de Saúde de Água Fria de Goiás,"Rua Zaida Pinto Boaventura, s/n - Centro",(62) 3464-1342,2361507,Botrópico|Crotálico|Escorpiônico|Fonêutrico|Loxoscélico,
GO_0003,GO.json,GO,GOIÁS,Alexânia,Hospital Municipal de Alexânia,"Praça Araguaia, 15 - Centro",(62) 3336-1903,2762544,Botrópico|Crotálico|Escorpiônico|Fonêutrico|Loxoscélico|Elapídico,
GO_0004,GO.json,GO,GOIÁS,Alto Paraiso de Goiás,Hospital Municipal Gumercino Barbosa,"Rua São José Operário, s/n - Paraisinho",(62) 3446-2102,2342073,Botrópico|Crotálico|Escorpiônico|Fonêutrico|Loxoscélico|Lonômico,
GO_0005,GO.json,GO,GOIÁS,Alvorada do Norte,Unidade Mista Hospitalar de Alvorada do Norte,"Rua 02, s/n - Centro",(62) 3421-1085,2534916,Botrópico|Crotálico|Escorpiônico|Fonêutrico|Loxoscélico,
GO_0006,GO.json,GO,GOIÁS,Anápolis,Hospital Municipal Alfredo Abrahão,"Rua P-032, S/N Quadra 21 Jardim Progresso",(62) 3902-2753,2361744,Botrópico|Crotálico|Escorpiônico|Fonêutrico|Loxoscélico|Elapídico,
GO_0007,GO.json,GO,GOIÁS,Aporé,Hospital Municipal Dr. José Quaranta Filho,"Avenida João Nunes, 301 - Centro",(64) 3644-1164,2442752,Crotálico|Fonêutrico|Loxoscélico|Escorpiônico,
GO_0008,GO.json,GO,GOIÁS,Barro alto,Hospital Municipal de Barro Alto,"Avenida Pedra de Fogo, s/n - Alfredo Sebastião BA",(62) 3347-6608/6622,2381885,Botrópico|Crotálico|Escorpiônico|Fonêutrico|Loxoscélico|Elapídico,
GO_0009,GO.json,GO,GOIÁS,Bom Jardim de Goiás,Hospital Municipal Santa Clara Bom Jardim de Goiás,"Rua Goiânia, s/n - Centro",(64) 3657-1513,2535238,Botrópico|Crotálico|Escorpiônico|Fonêutrico|Loxoscélico,
GO_0010,GO.json,GO,GOIÁS,Bom Jesus de Goiás,Hospital Municipal José Rezende de Bom Jesus,"Rua Itumbiara, 91 - Setor Dona Eleontina",(64) 3608-600/8300,3354423,Botrópico|Crotálico|Escorpiônico|Fonêutrico|Loxoscélico,
GO_0011,GO.json,GO,GOIÁS,Cabeceiras,Hospital Municipal de Cabeceiras,"Avenida Presidente Juscelino, s/n - Parque São João",(61) 3636-1512/1459,2437597,Botrópico|Crotálico|Escorpiônico|Fonêutrico|Loxoscélico,
GO_0012,GO.json,GO,GOIÁS,Caçú,Hospital Municipal Pedro Martins de Souza,"Rua Candida Maria Guimarães, 839 - Centro",(64) 3656-6020,2383489,Botrópico|Crotálico|Escorpiônico|Fonêutrico|Loxoscélico,
GO_0013,GO.json,GO,GOIÁS,Caiapônia,Hospital Municipal Adão Nazir Martins Silva,"Rua Dom Pedro I Esq./ Av Américo Ferna, s/n - Vila Nova",(64) 3663-1043,9135499,Botrópico|Crotálico|Fonêutrico|Loxoscélico|Escorpiônico,
GO_0014,GO.json,GO,GOIÁS,Caldas Novas,UPA Unidade de Pronto Atendimento,"Rua Professor Josino Bretas Esq./ Rua Dr. Ciro Palmerston, 1 - Centro",(64) 3453-0022,7064578,Botrópico|Crotálico|Escorpiônico|Fonêutrico|Loxoscélico,
GO_0015,GO.json,GO,GOIÁS,Campinorte,Hospital Municipal de Campinorte,"Avenida Central, s/n - Centro",(62) 3447-3421,2384086,Botrópico|Crotálico|Escorpiônico|Fonêutrico|Loxoscélico,
GO_0016,GO.json,GO,GOIÁS,Campos Belos,Hospital Municipal de Campos Belos,"Rua Desembargador Rua Miranda, s/n - Centro",(62) 3451-2739,2383233,Botrópico|Crotálico|Escorpiônico|Fonêutrico|Loxoscélico|Elapídico,
GO_0017,GO.json,GO,GOIÁS,Castelândia,Hospital Municipal Luiza de Souza Ramos,"Avenida Rio Verde, 2197 - Centro",(64) 3649-1390,2437996,Crotálico|Escorpiônico|Fonêutrico|Loxoscélico|Elapídico,
GO_0018,GO.json,GO,GOIÁS,Catalão,UPA Catalão,"Avenida Dr. Lamartine Pinto de Avelar, 1800 - Setor Universitário",(64) 3441-2304,7977123,Botrópico|Crotálico|Escorpiônico|Fonêutrico|Loxoscélico|Lonômico|Elapídico,
GO_0019,GO.json,GO,GOIÁS,Cavalcante,Hospital Municipal de Cavalcante,"Avenida Elias Jorge, Qd. 68, s/n - Centro",(62) 3494-1013,2382709,Botrópico|Crotálico|Escorpiônico|Fonêutrico|Loxoscélico|Elapídico,
GO_0020,GO.json,GO,GOIÁS,Ceres,UPA - Unidade de Pronto Atendimento,Rua 14 Nº172 Centro - CEP: 763000-000,(62) 33231549,2337576,Botrópico|Crotálico|Escorpiônico|Fonêutrico|Loxoscélico|Elapídico,
