row_id,source_state_file,source_state_abbr,state,municipality,health_unit_name,address,phones_raw,cnes,antivenoms_raw,source_notes
MT_0049,MT.json,MT,MATO GROSSO,Juscimeira,Hospital Municipal Johannes Berthold Henning,"Rua Miguel Pereira de souza,180-Cajus",(66)3412-1062,2396092,Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0050,MT.json,MT,MATO GROSSO,Lucas do Rio Verde,Hospital São Lucas,"Avenida Brasil, 120 - Rio Verde",(65) 3548-4000,2376768,Botrópico|Crotálico|Elapídico|Escorpiônico,
MT_0051,MT.json,MT,MATO GROSSO,Luciara,Centro de Saúde,"Rua: D, S/N - Setor Universitário – CEP: 78660-000 – Luciara-MT",(66) 98420-2682/(66) 98407-1642,2311488,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0052,MT.json,MT,MATO GROSSO,Marcelândia,Hospital Maria Zélia,Rua Jose Severino de Moura,(66) 3536-1825,8013926,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0053,MT.json,MT,MATO GROSSO,Matupá,Hospital Municipal,"Rua 01, n.º 24-Centro",(66) 99292-1247 ou (66) 99282-5977,2391724,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0054,MT.json,MT,MATO GROSSO,Mirassol D'Oeste,Hospital Samuel Greve,"Av. Tancredo Neves, 3563- Centro",(65) 99932-4914,7254628,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0055,MT.json,MT,MATO GROSSO,Nobres,Hospital e Maternidade Laura deVicuna,"Av. Juscelino Kubistchek, 669- Centro",(65)3376-2812,2802473,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0056,MT.json,MT,MATO GROSSO,Nortelãndia,Unidade de Pronto Atendimento,"Rua Domingos de Deus da Silva,1150-Centro",(65)3346-1776,71773,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0057,MT.json,MT,MATO GROSSO,Nova Bandeirantes,Hospital Municipal,Avenida Comendador Luís Meneguel,(66) 98412-1372,2471605,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0058,MT.json,MT,MATO GROSSO,Nova Maringá,Unidade Pronto Atendimento,Rua Getúlio Vargas - Jardim América,(66)98105-6557,5146437,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0059,MT.json,MT,MATO GROSSO,Nova Monte Verde,Unidade Mista de Saúde Inácio Konopka,"Av. Manoel Rodrigues de Souza, s/n-Centro",(66) 3597-1272,2471205,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0060,MT.json,MT,MATO GROSSO,Nova Mutum,Hospital Regional HildaStrenger Ribeiro,"Avenida Arapongas, 815- Jd. dasOrquídeas",(65) 3308-3129,901725,Botrópico|Crotálico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0061,MT.json,MT,MATO GROSSO,Nova Nazaré,Unidade de Saúde Nova Nazaré,Rua Dr. Leonardo Oliveira Borges,(66) 3467-1061,2699354,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0062,MT.json,MT,MATO GROSSO,Nova Olímpia,Unidade Mista de Saúde Fernando Antônio de Morais,"R. Amazonas, 501 - Centro",(65) 99617-2547,2472376,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0063,MT.json,MT,MATO GROSSO,Nova Ubiratâ,Centro de saúde Nova Ubiratã,Rua Rene Murad 141,(66) 3579-1162,265463,Botrópico e Escorpiônico,
MT_0064,MT.json,MT,MATO GROSSO,Nova Xavantina,"Hospital Municipal deNova Xavantina ""Dr Laércio Oliveira Morais""","Rua Francisco Lima, 416-Jd. Alvorada",(66) 3438-2462,2395428,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0065,MT.json,MT,MATO GROSSO,Novo Santo Antônio,Centro de Saúde,"Rua Antônio Zacarias de Souza, s/n",(66) 3548-1165 (66) 98434-3549,2311658,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0066,MT.json,MT,MATO GROSSO,Novo São Joaquim,Hospital Municipal Maria Dolores TejardaJordão,"Av. Triel Pereira Silva, esq c/ r. 05, s/n-Jardim Palmeira",(66) 3479-1668,2395509,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0067,MT.json,MT,MATO GROSSO,Paranaita,Hospital Municipal Alipio Candido da Silva,"Av. Maria Eliza Miyazima, s/n",(66) 3563-1600,2471604,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0068,MT.json,MT,MATO GROSSO,Paranatinga,Hospital Municipal Irmã Teodora,"Avenida Brasil, 1230 - centro",(66) 3573-1333,2390949,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0069,MT.json,MT,MATO GROSSO,Pedra Preta,Hospital Luciana Martins Amorim,"Av. Ponce de Arruda, 485",(66) 3486-2354,2396246,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0070,MT.json,MT,MATO GROSSO,Peixoto de Azevedo,Hospital Regional deSaúde,"Rua Bartolomeu dias, s/n-Alvorado",(66) 3575-1017,2699842,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0071,MT.json,MT,MATO GROSSO,Poconé,Unidade de Pronto Atendimento,Rua Cid Nunes da Cunha s/n,(65) 3345-1475,2795752,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0072,MT.json,MT,MATO GROSSO,Ponte Branca,Hospital MunicipalBom Jesus,"Rua Presidente Dutra, N.º 301 - Centro",(66) 99978-4480,2395592,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0073,MT.json,MT,MATO GROSSO,Pontes e Lacerda,Hospital Vale doGuaporé,R. Antônio Bento Neto-Centro,(65) 3266-2056,2752654,Botrópico|Crotálico|Escorpiônico,
MT_0074,MT.json,MT,MATO GROSSO,Poxoréu,Unidade de Pronto Atendimento,"Av. Brasil, s/n- Vila cruzeiro",(66) 3436-1313,7188056,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0075,MT.json,MT,MATO GROSSO,Primavera do Leste,Unidade de Pronto Atendimento,"Avenida Coxilha, s/n",(66) 3498-2010,9112529,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0076,MT.json,MT,MATO GROSSO,Querência,Hospital Municipal,Rua Lucas Gorgen-Setor A,(66) 3529-1140,4070070,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0077,MT.json,MT,MATO GROSSO,Reserva do Cabaçal,PSF Adalto Ribeiro,Rua Jose Leonidio Cesario,(65) 98419-6506,2393913,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0078,MT.json,MT,MATO GROSSO,Ribeirão Cascalheira,Hospital Municipal Cristo Rei,"Rua São Paulo, 250-Centro",(66) 3489-1050,2472791,Botrópico|Crotálico|Escopiônico,source typo 'Escopiônico' preserved
MT_0079,MT.json,MT,MATO GROSSO,Ribeirãozinho,Hospital Municipal Nossa Senhora da Abadia,"Rua Dom Pedro I, n.º 1.064",(66) 3415-1166,2395452,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0080,MT.json,MT,MATO GROSSO,Rio Branco,Hospital Municipal,"Av. 7 de Setembro, 810-Cidade Alta",(65) 99978-1830,2394782,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0081,MT.json,MT,MATO GROSSO,Rondolândia,Centro de Saúde,"Rua rio madeirinha, s/n-Centro",(66) 99254-6575,2393816,Botrópico|Crotálico|Escorpiônico,
MT_0082,MT.json,MT,MATO GROSSO,Rondonópolis,Hospital da Criança Wilma Bohac Francisco,"Rua Osório Machado,720-Jd. SantaMarta",(66) 3421-2543,3028925,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0083,MT.json,MT,MATO GROSSO,Rondonópolis,Unidade de Pronto Atendimento,"Rua São Salvador,s/n-Jd. Santa Marta",(66) 3411-4343,3028925,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,same CNES as Hospital da Criança Wilma Bohac Francisco
MT_0084,MT.json,MT,MATO GROSSO,Rondonópolis,Santa Casa de Rondonópolis,"Rua Acyr de Rezende Souza eSilva,2107-Vila Birigui",(66) 3410-2700,2396866,Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0085,MT.json,MT,MATO GROSSO,Rondonópolis,Hospital Dr. Mário Perrone,"Rua Bulgária, s/n",(66) 2101-7672,9867635,Escorpiônico|Loxoscelico|Fonêutrico,
MT_0086,MT.json,MT,MATO GROSSO,Rosário Oeste,Unidade de Pronto Atendimento,"Rua marechal Deodoro da Fonseca,925, Centro.",(65)3356-1984,2655780,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0087,MT.json,MT,MATO GROSSO,Salto do Céu,Hospital Municipal,"Rua Espirito Santo,s/n, Centro",(65) 3233-1318,2394189,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0088,MT.json,MT,MATO GROSSO,Santo Antônio do Leste,Centro de Saúde Municipal de Santo Antônio do Leste,"Rua das Flores,677 - Novo Campo",(66) 99242-9596,2699796,Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0089,MT.json,MT,MATO GROSSO,São Félix do Araguaia,Hospital Municipal Prefeito João Abreu Luz,"Rua Saudade, s/n - Vila São José-CEP: 78.670-00",(66) 3522-2154,2604426,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0090,MT.json,MT,MATO GROSSO,São Félix do Araguaia,Unidade de Saúde Espigão do Leste,"Avenida Três Pontas, s/n - Distrito Espigão do Leste",(66) 3522-1056,2392577,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0091,MT.json,MT,MATO GROSSO,São José do Povo,Centro de Saúde de São José,"Rua Castelo Branco, s/n.º Centro",(66) 3494-1123,2397145,Escorpiônico|Loxoscelico|Fonêutrico,
MT_0092,MT.json,MT,MATO GROSSO,São José do Rio Claro,Hospital Municipal,"Rua São Jorge, 688",(65)3386-1953,3142663,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0093,MT.json,MT,MATO GROSSO,São José dos Quatro Marcos,Unidade de Pronto Atendimento,"Rodovia MT 339 km , Perímetro urbano",(65) 99649-7743,7216009,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0094,MT.json,MT,MATO GROSSO,Sapezal,Casa de Saúde de Santa Marcelina,"Avenida Piramboia, 960-Centro",(65) 98459-8100,9659366,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0095,MT.json,MT,MATO GROSSO,Serra Nova do Norte,Centro de Saúde,"Rua Açai,s/n,– Serra Nova Dourada – CEP: 78668-000",(66) 98414-2378,2311593,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0096,MT.json,MT,MATO GROSSO,Sinop,Hospital RegionalJorge de Abreu,"Rua das Caviunas,1759",(66) 3511-9900,6085423,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0097,MT.json,MT,MATO GROSSO,Sorriso,Hospital Regional,"Av. Porto alegre, 3125",(66) 3907-7100,2795655,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0098,MT.json,MT,MATO GROSSO,Tabaporã,Hosp. Municipal Dr Carlos Vidodto,"Rua Tancredo Neves, 1060, bloco - 1",(66) 99217-3124,2392801,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0099,MT.json,MT,MATO GROSSO,Tangará da Serra,Unidade de Pronto Atendimento,Rua Cinquenta - Jardim Europa,(65) 99289-7119,9019227,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0100,MT.json,MT,MATO GROSSO,Terra Nova do Norte,Hospital Municipal,"Av. Mato Grosso, 276-Centro",(66) 99605-5954,2391996,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0101,MT.json,MT,MATO GROSSO,Tesouro,Hospital e Maternidade São Lucas,"R. Dr. Humberto Marcílio, 158 - centro",(66) 3435-1191,2397501,Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0102,MT.json,MT,MATO GROSSO,Torixoréu,"Hospital Municipal""São Lucas""","Rua XV de Novembro, s/nº - Setor Aeroporto",(66) 3406-1222,2395584,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0103,MT.json,MT,MATO GROSSO,Várzea Grande,Hospital e Pronto Socorro Municipal de Várzea Grande,"Av. Alzira Santana, s/n- Nova Várzea grande",(65) 3632-8300,2391635,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
MT_0104,MT.json,MT,MATO GROSSO,Vila Bela da Santíssima Trindade,Hospital Evangélico deMato Grosso,"Rua Marechal Rondon, s/n",(65)259 -1201,2752603,Botrópico|Loxoscelico|Fonêutrico,
MT_0105,MT.json,MT,MATO GROSSO,Vila Rica,Hospital Municipal de Vila Rica,"Av. Perimetral sul, s/n-Inconfidentes",(66) 3554-1597,7914288,Botrópico|Crotálico|Elapídico|Laquetico|Escorpiônico|Loxoscelico|Fonêutrico,
PA_0001,PA.json,PA,PARÁ,Abaetetuba,UPA Porte II Dr. Manoel Antônio Ferreira,Travessa Santos Dumont - s/n - São Lourenço,(91) 3751-2769,9073027,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0002,PA.json,PA,PARÁ,Abel Figueiredo,Hosp. Municipal de Abel Figueiredo Altair Ataíde Mateus,"Travessa Nossa Senhora da Conceição, s/n - Centro",(94) 3342-1122,2329387,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0003,PA.json,PA,PARÁ,Acará,Hospital Municipal de Acará,"Avenida Governador Fernando Guilon, 368 - Alegria",,2329484,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,phone cell blank in source
PA_0004,PA.json,PA,PARÁ,Afuá,Unidade Mista de Afuá,"Rua 10 de Novembro, 131 - Centro",(96) 3689-1201,2316048,Botrópico|Laquético|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0005,PA.json,PA,PARÁ,Alenquer,Hospital Santo Antônio,"Rua Dr. Pedro Vicente, 1146 - Centro",(93) 3526-1242,2331861,Botrópico|Crotálico|Laquético|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0006,PA.json,PA,PARÁ,Almerim,Hospital Municipal Monte Dourado,"Avenida Beira-Mar, s/n - Centro",(96) 99133-9795,2331470,Botrópico|Crotálico|Laquético|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0007,PA.json,PA,PARÁ,Almerim,Hospital Municipal de Almerim,"Rua Lameira Bittencourt, 1659 - Bairro do Palhão",,2331748,Botrópico|Crotálico|Laquético|Escorpiônico|Fonêutrico|Loxoscélico,phone cell blank in source
PA_0008,PA.json,PA,PARÁ,Altamira,Hospital Municipal São Rafael,"Rua 6, 2089 - Mutirão",(93) 99184-2131,2330830,Botrópico|Laquético|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0009,PA.json,PA,PARÁ,Altamira,Hospital Geral Público de Castelo dos Sonhos,"Avenida José Luiz Trevisan, s/n - Aeroporto",(93) 99161-8941 / (66) 96921-7466,254460,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0010,PA.json,PA,PARÁ,Altamira,UPA de Altamira,"Travessa Campinas, s/n - Uirapuru",,7898355,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,phone cell blank in source
PA_0011,PA.json,PA,PARÁ,Água Azul do Norte,Hospital Municipal de Água Azul do Norte,"Avenida Lago Azul, s/n - Centro",(94) 99192-7059,2615738,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0012,PA.json,PA,PARÁ,Água Azul do Norte,Unidade de Saúde da Família III,"Rua Principal, s/n - Zona Rural Colônia Juçara",(94) 99158-0175,2329409,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0013,PA.json,PA,PARÁ,Água Azul do Norte,Posto de Saúde Velha Canada,"Rua Principal, s/n - Zona Rural Colônia Canada",,2329441,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,municipality inherited (blank in source)
PA_0014,PA.json,PA,PARÁ,Água Azul do Norte,Unidade de Saúde da Família IV,"Vila Paraguassu, s/n - Zona Rural",,5520282,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,municipality inherited (blank in source)
PA_0015,PA.json,PA,PARÁ,Ananindeua,Hospital Metropolitano de Urgência e Emergência 24h,"Rod Br-316, Km 3 s/n – Guanabara, PA, 67010-000",(91) 3073-3700,3987884,Soro Antitetânico|Soro Anti Rabico|DT,
PA_0016,PA.json,PA,PARÁ,Ananindeua,UPA ICUI Daniel Berg,"ESTRADA DO ICUI GUAJARA, sem n°, ICUI GUAJARA",,7278888,Botrópico|Escorpiônico|Aracnidico|Antitetâtico|Laquético,phone cell blank in source
PA_0017,PA.json,PA,PARÁ,Ananindeua,UPA 24h - Mariguella,"Rua Zumbi Dos Palmares S/N, Aura",,9413073,Botrópico|Escorpiônico|Aracnidico|Antitetâtico|Laquético,phone cell blank in source
PA_0018,PA.json,PA,PARÁ,Ananindeua,UPA Distrito Dr. Nonato Sanova,"RUA PRIMEIRA RURAL, Distrito Industrial",,9466355,Botrópico|Escorpiônico|Aracnidico|Antitetâtico|Laquético,phone cell blank in source
PA_0019,PA.json,PA,PARÁ,Ananindeua,UPA 24 Horas Tipo III Dom Helder Câmara,"CIDADE NOVA II WE 16,S/N, COQUEIRO",(91) 32730281,7112831,Botrópico|Escorpiônico|Aracnidico|Antitetâtico|Laquético,
PA_0020,PA.json,PA,PARÁ,Ananindeua,Unidade de Urgência e Emergência Aguas Lindas,"RUA OSVALDO CRUZ, n° 350 B , AGUAS LINDAS",,4309391,Soro Antitetânico|Soro Anti Rabico|DT,phone cell blank in source
PA_0021,PA.json,PA,PARÁ,Ananindeua,Unidade de Urgência do PAAR,"CONJUNTO PAAR, AV SOLIMOES, S/N",,942979,Soro Antitetânico|Soro Anti Rabico|DT,phone cell blank in source
PA_0022,PA.json,PA,PARÁ,Ananindeua,Unidade de Pronto Atendimento do Jaderlândia,"RUA F, S/N, ATALAIA",,4706153,Botrópico|Escorpiônico|Aracnidico|Antitetâtico|Laquético,phone cell blank in source
PA_0023,PA.json,PA,PARÁ,Anajás,Hospital Municípal de Anajás,"Rua Barão do Rio Branco, 25 - Centro",(91) 98179-4865,2313049,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0024,PA.json,PA,PARÁ,Anapú,Hospital Municipal Oscar de Dea,"Avenida Bandeirantes, s/n - Novo Panorama",(91) 3694-1757,2330938,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0025,PA.json,PA,PARÁ,Aurora do Pará,Hosp. Municipal de Aurora do Pará,Rua Benedito Almeida - 621 - Aparecida,,5572924,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,phone cell blank in source
PA_0026,PA.json,PA,PARÁ,Augusto Correa,Hospital Maternidade São Miguel,"Travessa Manoel Avelino Alves, 285 - Centro",(91) 3482-1463,2678578,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0027,PA.json,PA,PARÁ,Aveiro,Centro de Saúde de Aveiro,"Travessa João Paulo II, s/n - Centro",(93) 3505-1227,2332469,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0028,PA.json,PA,PARÁ,Bagre,Hospital Municipal de Bagre,"Avenida Fernando Guilhon, s/n - Centro",(91) 3606-1144,7773250,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0029,PA.json,PA,PARÁ,Baião,Hosp. Munic. de São Joaquim,"Rua Doutor Bena Santana, s/n - Nova São Francisco",(91) 3795-1611,4005732,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0030,PA.json,PA,PARÁ,Bannach,Hospital Municipal José Vieira dos Santos,"Avenida Antônia Soller Bannach, s/n - Centro",(94) 3305-1123,2676001,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0031,PA.json,PA,PARÁ,Barcarena,Hospital Municípal Wandick Gutierrez,"Travessa Santo Antônio, 356 - Centro",(91) 3753-2921,2314037,Botrópico|Laquético|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0032,PA.json,PA,PARÁ,Barcarena,Complexo Municipal De Saude Raimundo Santana Ribeiro,"AV SANTAREM, S/N, VILA DO CONDE",(91) 99373- 5058,4423402,Botrópico|Laquético|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0033,PA.json,PA,PARÁ,Barcarena,Unidade de Pronto Atendimento 24h,"Rua Cônego Batista Campos, s/n - Pioneiro",(91) 3754-2261,7986815,Botrópico|Laquético|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0034,PA.json,PA,PARÁ,Belém,Hosp. do Pronto Socorro Municipal Dr. Humberto Maradei Pereira,"Passagem São Miguel, 100 - Guamá",(91) 3219-5205,2694778,Botrópico|Crotálico|Laquético|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0035,PA.json,PA,PARÁ,Belém,Hosp. do Pronto Socorro Municipal Mario Pinotti,"Travessa 14 de Março, 500 - Umarizal",(91) 3241-3292,2337339,Botrópico|Crotálico|Laquético|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0036,PA.json,PA,PARÁ,Belém,Hospital Abelardo Santos,"Travessa Itaboraí, 110 - Cruzeiro",(91) 3267-2922,2695251,Botrópico|Crotálico|Laquético|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0037,PA.json,PA,PARÁ,Belém,Unidade Mista de Mosqueiro,"Rua 15 de Novembro, s/n - Mosqueiro",(91) 3771-1229,4005759,Botrópico|Crotálico|Laquético|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0038,PA.json,PA,PARÁ,Belterra,Hospital Municipal Dr. Ivaldo Moraes,"Estrada I, 01 - Centro",(91) 3765-1466,3738698,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0039,PA.json,PA,PARÁ,Benevides,UPA Edimauro Ramos de Farias,"R. Laurentina Ramos, 2-226 - Benevides, PA,",,9982523,Botrópico|Escorpiônico|Crotálico|Laquético Fonêutrico|Loxoscélico,phone cell blank in source
PA_0040,PA.json,PA,PARÁ,Benevides,USF Paraíso Murinin Urgência e Emergência,"Av. Martinho Monteiro, 1057 - Benfica, Benevides - PA,",(91) 98173-0635,823465,Botrópico|Escorpiônico|Crotálico|Laquético Fonêutrico|Loxoscélico,
PA_0041,PA.json,PA,PARÁ,Bom Jesus do Tocantins,Hospital Municipal de Bom Jesus do Tocantins,"Rua Expedito Nogueira, s/n - Laranjeiras",(94) 3341-1125,2678624,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0042,PA.json,PA,PARÁ,Bragança,Hosp. Geral de Bragança,"Avenida Nazareno Ferreira, 500 - Centro",(91) 3425-2162,2678756,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0043,PA.json,PA,PARÁ,Bragança,Hosp. Santo Antônio Maria Zaccaria,"Avenida Nazareno Ferreira, s/n - Padre Luiz",(91) 3425-2113,2678403,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0044,PA.json,PA,PARÁ,Brasil Novo,Hospital Municipal Maria José Biancardi,"Travessa 28 de Abril, s/n, Centro",Sem Contato Fixo,9031103,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,phone marked 'Sem Contato Fixo' in source
PA_0045,PA.json,PA,PARÁ,Brejo Grande do Araguaia,Hospital Municipal de Brejo Grande do Araguaia,"Travessa Moacir Fernandes de Sousa, s/n - Centro",(94) 3337-1145,2312166,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0046,PA.json,PA,PARÁ,Breves,Unidade de Pronto Atendimento de Breves,"Avenida Castilho França, s/n - Riacho Doce",(91) 3783-1242,7861079,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0047,PA.json,PA,PARÁ,Bujaru,Hospital São Lucas ( INTERDITADO PELA VIG. SANITARIA),"Rua São Joaquim, 100 - Centro",(91) 3746-1388,2675951,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,hospital marked interdicted by source
PA_0048,PA.json,PA,PARÁ,Cachoeira do Arari,Unidade Mista de Cachoeira do Arari,"Praça da Matriz, s/n - Centro",,2316234,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,phone cell blank in source
PA_0049,PA.json,PA,PARÁ,Cametá,UPA 24h Dr. Haroldo Martins,,,,,row appears with name only; address/phone/CNES/antivenoms blank in source
PA_0050,PA.json,PA,PARÁ,Cametá,Hosp. Regional de Cametá,"Avenida Santos Dumont, 1404 - Novo",(91) 3781-2254,2313367,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0051,PA.json,PA,PARÁ,Cametá,Hospital e Maternidade Santa Luiza de Marillac,"Praça Padre Prudêncio, 3404 - Centro",(91) 3781-1243,2418665,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0052,PA.json,PA,PARÁ,Canaã dos Carajás,Hospital Municipal Daniel Gonçalves,"Avenida JK, s/n - Centro",(94) 3358-1671,2677563,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
PA_0053,PA.json,PA,PARÁ,Capanema,UPA de Capanema Josué Rodrigues Martins,"Rua Laudelino Valente, s/n - São Cristovão",,6947077,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,phone cell blank in source
PA_0054,PA.json,PA,PARÁ,Capitão Poço,AME- Assistencia Médica Especializada,Fernando Guillhom s/n,,9274138,Botropico,phone cell blank in source
PA_0055,PA.json,PA,PARÁ,Castanhal,UPA porte III 24 HORAS Governador Almir Gabriel,"BR 316 ,s/n , Bairro do Crsito",,7474423,Botrópico|Crotálico|Laquético|Escorpiônico|Fonêutrico|Loxoscélico,phone cell blank in source
PA_0056,PA.json,PA,PARÁ,Castanhal,Hospital Municipal de Castanhal,"Rua Major Wilson, s/n - Nova Olinda",(91) 3711-2961,2674769,Botrópico|Escorpiônico|Fonêutrico|Loxoscélico,
