row_id,source_state_file,source_state_abbr,state,municipality,health_unit_name,address,phones_raw,cnes,antivenoms_raw,source_notes,state_clean,municipality_clean,health_unit_name_clean,address_clean,phones_clean,antivenoms_joined,geocode_query,normalization_notes,needs_review_pre_geocode,geocode_status,formatted_address,lat,lng,place_id,partial_match,location_type,result_types,geocode_provider,geocode_attempted_at,review_status,review_reasons
MA_0010,MA.json,MA,MARANHÃO,ARARI,Hospital Jorge Oliveira,Praça Major Pestana,,2451573,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,duplicate entry in source (Arari appears twice on page 1 with same CNES); phone shown as 'Sem contato',MARANHÃO,ARARI,Hospital Jorge Oliveira,Praça Major Pestana,,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Jorge Oliveira, Praça Major Pestana, ARARI, MARANHÃO, Brasil",phones empty,false,OK,"PRACA MAJOR PESTANA, S/N - CENTRO, Arari - MA, 65480-000, Brasil",-3.4569254,-44.7768222,ChIJj3F0QthF9QcRI164CiZd2Og,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:25Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0011,MA.json,MA,MARANHÃO,APICUM-AÇU,Hospital Municipal Sebastiana Fonseca Costa,"Avenida Candido Reis, s/n, Novo Apicum",,7481063,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,phone shown as 'Sem contato' in source,MARANHÃO,APICUM-AÇU,Hospital Municipal Sebastiana Fonseca Costa,"Avenida Candido Reis, s/n, Novo Apicum",,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal Sebastiana Fonseca Costa, Avenida Candido Reis, s/n, Novo Apicum, APICUM-AÇU, MARANHÃO, Brasil",phones empty,false,OK,"AVENIDA CANDIDO REIS, S/N - NOVO APICUM, Apicum-Açu - MA, 65275-000, Brasil",-1.5319911,-45.0810881,ChIJXY9_GvNJrZIRAUxHr5kKQoI,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:25Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0012,MA.json,MA,MARANHÃO,AXIXÁ,Hospital Municipal de Axixá,"Avenida Senador Jose Sarney, 132 Centro",(98)98453 1395,2308908,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,AXIXÁ,Hospital Municipal de Axixá,"Avenida Senador Jose Sarney, 132 Centro",(98)98453 1395,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal de Axixá, Avenida Senador Jose Sarney, 132 Centro, AXIXÁ, MARANHÃO, Brasil",,false,OK,"R. Sen. Jose Sarney, 109, Axixá - MA, 65148-000, Brasil",-2.8374911,-44.0546633,ChIJQ9q9vAEX9AcR_mTbZYW4xIo,true,ROOFTOP,establishment|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:25Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0016,MA.json,MA,MARANHÃO,BACABEIRA,Hospital e Maternidade Nayla Gonçalo,"Avenida Humberto de Campos, Bacabeira",,2462095,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,phone shown as 'Sem contato' in source,MARANHÃO,BACABEIRA,Hospital e Maternidade Nayla Gonçalo,"Avenida Humberto de Campos, Bacabeira",,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital e Maternidade Nayla Gonçalo, Avenida Humberto de Campos, Bacabeira, BACABEIRA, MARANHÃO, Brasil",phones empty,false,OK,"R. Humberto de Campos, s/n, Bacabeira - MA, 65143-000, Brasil",-2.9803949,-44.3243938,ChIJd50sGj9N9AcRWyap_f5vUfA,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:26Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0021,MA.json,MA,MARANHÃO,BREJO,Hospital Municipal Dr. Antenor Vieira de Moraes,"Planalto Santo Antonio, S/N - Centro",(98) 98319 4746,2531801,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,BREJO,Hospital Municipal Dr. Antenor Vieira de Moraes,"Planalto Santo Antonio, S/N - Centro",(98) 98319 4746,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal Dr. Antenor Vieira de Moraes, Planalto Santo Antonio, S/N - Centro, BREJO, MARANHÃO, Brasil",,false,OK,"Av. Sábino Câmara, S/N - CENTRO, Brejo - MA, 65520-000, Brasil",-3.679545,-42.7551178,ChIJQaRUf7Cz8gcRg37YRzMv9_A,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:28Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0023,MA.json,MA,MARANHÃO,BELA VISTA DO MARANHAO,Hospital Municipal Antonio Moraes da Silva,"Rua Nossa Senhora da Conceição, S/N Centro",(98)988139344,7572883,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,BELA VISTA DO MARANHAO,Hospital Municipal Antonio Moraes da Silva,"Rua Nossa Senhora da Conceição, S/N Centro",(98)988139344,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal Antonio Moraes da Silva, Rua Nossa Senhora da Conceição, S/N Centro, BELA VISTA DO MARANHAO, MARANHÃO, Brasil",,false,OK,"R. Nova, n° 79 - Centro, Bela Vista do Maranhão - MA, 65335-000, Brasil",-3.7389967,-45.2563361,ChIJy3kUDAC9ypIRj9esINfy8p4,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:29Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0024,MA.json,MA,MARANHÃO,BOM JARDIM,Hospital DR Antonio Lopes Varão,"Av. V José Pedro Vasconcelos, S/N Centro",(98)992270267,2530031,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,BOM JARDIM,Hospital DR Antonio Lopes Varão,"Av. V José Pedro Vasconcelos, S/N Centro",(98)992270267,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital DR Antonio Lopes Varão, Av. V José Pedro Vasconcelos, S/N Centro, BOM JARDIM, MARANHÃO, Brasil",,false,OK,"Av. José Pedro Vasconcelos, 530, Bom Jardim - MA, 65380-000, Brasil",-3.5420776,-45.6087032,ChIJQc84IXKCtZIRAgU5Uf__CpM,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:29Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0027,MA.json,MA,MARANHÃO,BURITI BRAVO,Hospital Municipal Zuza Coelho,"Rua Joaquim Leite, s/n, Laranjeiras",(98) 98837 4209,2307898,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,BURITI BRAVO,Hospital Municipal Zuza Coelho,"Rua Joaquim Leite, s/n, Laranjeiras",(98) 98837 4209,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal Zuza Coelho, Rua Joaquim Leite, s/n, Laranjeiras, BURITI BRAVO, MARANHÃO, Brasil",,false,OK,"R. Joaquim Leite, 890 - CENTRO, Buriti Bravo - MA, 65685-000, Brasil",-5.8300747,-43.8341752,ChIJcZDJ-dELhgcRNZiRMeCYr7o,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:30Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0029,MA.json,MA,MARANHÃO,CAXIAS,Complexo Hospitalar Gentil Filho,"Rua Rio de Janeiro, nº 220 - SERIE MA",(99) 98823 5600,3388301,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,CAXIAS,Complexo Hospitalar Gentil Filho,"Rua Rio de Janeiro, nº 220 - SERIE MA",(99) 98823 5600,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Complexo Hospitalar Gentil Filho, Rua Rio de Janeiro, nº 220 - SERIE MA, CAXIAS, MARANHÃO, Brasil",,false,OK,"39 - R. Rio de Janeiro, 1 - Seriema, Caxias - MA, 65607-680, Brasil",-4.8500561,-43.3541507,ChIJdaQWho6RjgcRqmquyHUk4tQ,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:30Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0031,MA.json,MA,MARANHÃO,CAJAPIÓ,Hospital Dr. Francisco Giuste,"Rua Manoel Mendonça, S/N Centro",(98) 98833 9181,2646447,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,CAJAPIÓ,Hospital Dr. Francisco Giuste,"Rua Manoel Mendonça, S/N Centro",(98) 98833 9181,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Dr. Francisco Giuste, Rua Manoel Mendonça, S/N Centro, CAJAPIÓ, MARANHÃO, Brasil",,false,OK,"R. Manoel Mendonca, S/N - CENTRO, Cajapió - MA, 65230-000, Brasil",-2.8820892,-44.6752528,ChIJA3w80GnA9QcRwud_nsQT1J4,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:31Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0035,MA.json,MA,MARANHÃO,CARUTAPERA,Hospital Regional de Carutapera,"Rua Deputado Manoel Ribeiro, S/N Centro",(98) 98429 7081,2463784,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,CARUTAPERA,Hospital Regional de Carutapera,"Rua Deputado Manoel Ribeiro, S/N Centro",(98) 98429 7081,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Regional de Carutapera, Rua Deputado Manoel Ribeiro, S/N Centro, CARUTAPERA, MARANHÃO, Brasil",,false,OK,"R. Dep. Manoel Ribeiro, S/N - Santa Luzia, Carutapera - MA, 65295-000, Brasil",-1.2064476,-46.0174678,ChIJzRVLf2U6rJIRpwuO5u9Jm44,false,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:32Z,auto_accept,ROOFTOP + in Brazil + state-consistent
MA_0039,MA.json,MA,MARANHÃO,CODÓ,Hospital Geral Municipal Dr. Marcolino Junior,"Rua Desembargador Vasconcelos Torres, S/N - São Francisco",(99) 98854 5716,2449641,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,CODÓ,Hospital Geral Municipal Dr. Marcolino Junior,"Rua Desembargador Vasconcelos Torres, S/N - São Francisco",(99) 98854 5716,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Geral Municipal Dr. Marcolino Junior, Rua Desembargador Vasconcelos Torres, S/N - São Francisco, CODÓ, MARANHÃO, Brasil",,false,OK,"Tv. Rio de Janeiro, 77 - São Francisco, Codó - MA, 65400-000, Brasil",-4.453971699999999,-43.89403129999999,ChIJoS4TJm3xiwcRzVhxKefAdtI,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:33Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0041,MA.json,MA,MARANHÃO,COLINAS,Hospital Municipal Nossa Senhora da Consolação,"Rua Bela Vista, 1000 Serrinha",(99) 98849 7359,2697947,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,COLINAS,Hospital Municipal Nossa Senhora da Consolação,"Rua Bela Vista, 1000 Serrinha",(99) 98849 7359,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal Nossa Senhora da Consolação, Rua Bela Vista, 1000 Serrinha, COLINAS, MARANHÃO, Brasil",,false,OK,"R. Bela Vista, 1000 - Serrinha, Colinas - MA, 65690-000, Brasil",-6.032050799999999,-44.2460505,ChIJo-OKzABahgcRm9GYEsRLBOI,false,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:34Z,auto_accept,ROOFTOP + in Brazil + state-consistent
MA_0042,MA.json,MA,MARANHÃO,COLINAS,Hospital da Criança e Mulher de Colinas,"Rua Rui Barbosa, 321, Centro",(99) 3552 - 1602,2726645,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,COLINAS,Hospital da Criança e Mulher de Colinas,"Rua Rui Barbosa, 321, Centro",(99) 3552 - 1602,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital da Criança e Mulher de Colinas, Rua Rui Barbosa, 321, Centro, COLINAS, MARANHÃO, Brasil",,false,OK,"R. Rui Barbosa, 321 - Centro, Colinas - MA, 65690-000, Brasil",-6.0253602,-44.2458083,ChIJDzFxpglahgcRBhJRXxWhONw,true,ROOFTOP,premise|street_address,google_maps_geocoding_v1,2026-04-19T14:51:34Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0044,MA.json,MA,MARANHÃO,CURURUPU,Serviço de Pronto Atendimento,"Av. Liberalinno Miranda, S/N, Centro",,2454688,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,phone shown as 'Sem contato' in source,MARANHÃO,CURURUPU,Serviço de Pronto Atendimento,"Av. Liberalinno Miranda, S/N, Centro",,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Serviço de Pronto Atendimento, Av. Liberalinno Miranda, S/N, Centro, CURURUPU, MARANHÃO, Brasil",phones empty,false,OK,"R. Getúlio Vargas, S/N - CENTRO, Cururupu - MA, 65268-000, Brasil",-1.8258689,-44.8666754,ChIJoUdwxF769wcRf7EoECB8KIE,true,ROOFTOP,establishment|health|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:34Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0046,MA.json,MA,MARANHÃO,DUQUE BACELAR,Hospital Pedro dos Santos Oliveira,Rua Fernando Ferrari,(98)3474-1321,2646560,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,DUQUE BACELAR,Hospital Pedro dos Santos Oliveira,Rua Fernando Ferrari,(98)3474-1321,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Pedro dos Santos Oliveira, Rua Fernando Ferrari, DUQUE BACELAR, MARANHÃO, Brasil",,false,OK,"Rua costa e silva, S/N - centro Centro, Duque Bacelar - MA, 65625-000, Brasil",-4.1536269,-42.9460869,ChIJj7cdrEYJjQcRdzDoQHMJqbQ,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:35Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0047,MA.json,MA,MARANHÃO,ESTREITO,Hospital Municipal de Estreito,"Av. Tancredo Neves, S/N Centro",(99)98153 1107,2310821,SAB|SAC|SABC|SABL|SAE|SAAr|SAESC|SALon,,MARANHÃO,ESTREITO,Hospital Municipal de Estreito,"Av. Tancredo Neves, S/N Centro",(99)98153 1107,"SAB, SAC, SABC, SABL, SAE, SAAr, SAESC, SALon","Hospital Municipal de Estreito, Av. Tancredo Neves, S/N Centro, ESTREITO, MARANHÃO, Brasil",,false,OK,"Av. Tancredo Neves, S/N - Centro, Estreito - MA, 65975-000, Brasil",-6.560542099999999,-47.4434093,ChIJTXLadYIK2pIRcl5c-8Csmsg,false,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:35Z,auto_accept,ROOFTOP + in Brazil + state-consistent
MA_0051,MA.json,MA,MARANHÃO,FORMOSA DA SERRA NEGRA,Unidade Mista de Saude Otavio Lima de Arruda,"Rua Silva Jardim, S/N - Vila Viana",(99) 98213 5211,2460580,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,FORMOSA DA SERRA NEGRA,Unidade Mista de Saude Otavio Lima de Arruda,"Rua Silva Jardim, S/N - Vila Viana",(99) 98213 5211,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Unidade Mista de Saude Otavio Lima de Arruda, Rua Silva Jardim, S/N - Vila Viana, FORMOSA DA SERRA NEGRA, MARANHÃO, Brasil",,false,OK,"Av. Juscelino Kubistchek, 111 - Vl Viana, Formosa da Serra Negra - MA, 65000-000, Brasil",-6.440568,-46.1919918,ChIJ6UGohVTg05IRNaLwR3lEp5w,true,ROOFTOP,establishment|health|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:36Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0052,MA.json,MA,MARANHÃO,FORTALEZA DOS NOGUEIRAS,Unidade Mista Casa de Saude Ovidia Coelho Nogueira,"Rua Aristeu Nogueira, Centro",(99)98234-3816,2449552,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,FORTALEZA DOS NOGUEIRAS,Unidade Mista Casa de Saude Ovidia Coelho Nogueira,"Rua Aristeu Nogueira, Centro",(99)98234-3816,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Unidade Mista Casa de Saude Ovidia Coelho Nogueira, Rua Aristeu Nogueira, Centro, FORTALEZA DOS NOGUEIRAS, MARANHÃO, Brasil",,false,OK,"R. Aristeu Nogueira, s/n, Fortaleza dos Nogueiras - MA, 65805-000, Brasil",-6.9585178,-46.1795712,ChIJHfydxJch1JIR6cibqbyv_H4,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:37Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0058,MA.json,MA,MARANHÃO,GRAÇA ARANHA,Hospital Pedro Carvalho de Sousa,Rua Tiradentes,,2452855,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,phone shown as 'Sem contato' in source,MARANHÃO,GRAÇA ARANHA,Hospital Pedro Carvalho de Sousa,Rua Tiradentes,,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Pedro Carvalho de Sousa, Rua Tiradentes, GRAÇA ARANHA, MARANHÃO, Brasil",phones empty,false,OK,"R. Tiradentes, S/N - CENTRO, Graça Aranha - MA, 65785-000, Brasil",-5.406582900000001,-44.3293292,ChIJUVJOa06JiAcRl0hbzgAxGCM,false,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:38Z,auto_accept,ROOFTOP + in Brazil + state-consistent
MA_0059,MA.json,MA,MARANHÃO,HUMBERTO DE CAMPOS,Hospital Municipal Elda Rieiro Fonseca,"Travessa do Campo, S/N Centro",(98)99141 7023,2462095,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,HUMBERTO DE CAMPOS,Hospital Municipal Elda Rieiro Fonseca,"Travessa do Campo, S/N Centro",(98)99141 7023,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal Elda Rieiro Fonseca, Travessa do Campo, S/N Centro, HUMBERTO DE CAMPOS, MARANHÃO, Brasil",,false,OK,"Tv. do Campo, S/N - CENTRO, Humberto de Campos - MA, 65180-000, Brasil",-2.6061363,-43.46666510000001,ChIJb5FFAedn8QcRJAQrFs6BDZQ,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:39Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0060,MA.json,MA,MARANHÃO,IMPERATRIZ,Hospital Municipal de Imperatriz (Socorrão),"Rua Benedito Leite, 861 Centro",(99)99180 1027,2456672,SAB|SAC|SABC|SABL|SAE|SAAr|SAESC|SALon,,MARANHÃO,IMPERATRIZ,Hospital Municipal de Imperatriz (Socorrão),"Rua Benedito Leite, 861 Centro",(99)99180 1027,"SAB, SAC, SABC, SABL, SAE, SAAr, SAESC, SALon","Hospital Municipal de Imperatriz (Socorrão), Rua Benedito Leite, 861 Centro, IMPERATRIZ, MARANHÃO, Brasil",,false,OK,"R. Benedito Leite, 861 - Centro, Imperatriz - MA, 65900-090, Brasil",-5.530592299999999,-47.4809196,ChIJqRRSBgBfxZIR8vpVvOdiIC0,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:39Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0061,MA.json,MA,MARANHÃO,IMPERATRIZ,UPA de Imperatriz,"Av. Bernardo Sayao, 2640 Nov. Imperatriz",(99)98225 0114,6929583,SAB|SAC|SABC|SABL|SAE|SAAr|SAESC|SALon,,MARANHÃO,IMPERATRIZ,UPA de Imperatriz,"Av. Bernardo Sayao, 2640 Nov. Imperatriz",(99)98225 0114,"SAB, SAC, SABC, SABL, SAE, SAAr, SAESC, SALon","UPA de Imperatriz, Av. Bernardo Sayao, 2640 Nov. Imperatriz, IMPERATRIZ, MARANHÃO, Brasil",,false,OK,"Av. Bernardo Sayão, 2640 - Tres Poderes, Imperatriz - MA, 65907-190, Brasil",-5.5237174,-47.4922093,ChIJ7zTky1NexZIRbXosaUZ70qU,true,ROOFTOP,street_address|subpremise,google_maps_geocoding_v1,2026-04-19T14:51:39Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0062,MA.json,MA,MARANHÃO,ITAPECURU MIRIM,Hospital Regional Adélia Matos Fonseca,"Rua Humberto de Campos, S/N Centro",(98) 99111 5963,2530236,SAB|SAC|SABC|SABL|SAE|SAAr|SAESC,,MARANHÃO,ITAPECURU MIRIM,Hospital Regional Adélia Matos Fonseca,"Rua Humberto de Campos, S/N Centro",(98) 99111 5963,"SAB, SAC, SABC, SABL, SAE, SAAr, SAESC","Hospital Regional Adélia Matos Fonseca, Rua Humberto de Campos, S/N Centro, ITAPECURU MIRIM, MARANHÃO, Brasil",,false,OK,"Tv. Humberto de Campos, sn - Centro, Itapecuru Mirim - MA, 65485-000, Brasil",-3.4065434,-44.3556812,ChIJoe-H4FHe9AcRxBB2p4uhQWY,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:39Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0066,MA.json,MA,MARANHÃO,ITINGA DO MARANHAO,Hospital Municipal de Itinga do Maranhao,"Av. das Castanheiras, 250 - Centro",(99) 99160 5140 /(99) 99135 7560,2646439,SABC|SABL|SAB|SAC|SAAr|SAEsc,antivenoms listed with slash separators in source,MARANHÃO,ITINGA DO MARANHAO,Hospital Municipal de Itinga do Maranhao,"Av. das Castanheiras, 250 - Centro",(99) 99160 5140 /(99) 99135 7560,"SABC, SABL, SAB, SAC, SAAr, SAEsc","Hospital Municipal de Itinga do Maranhao, Av. das Castanheiras, 250 - Centro, ITINGA DO MARANHAO, MARANHÃO, Brasil",,false,OK,"R. Açailândia, 250 - VILA EMANUELA, Itinga do Maranhão - MA, 65939-000, Brasil",-4.4555827,-47.52999810000001,ChIJFdJmooEhxpIRJ7Mi_veeK74,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:41Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0070,MA.json,MA,MARANHÃO,LAGO DO JUNCO,Hospital Alcy Alves Arruda,Rua São Pedro,(99)3634-1143,2307707,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,LAGO DO JUNCO,Hospital Alcy Alves Arruda,Rua São Pedro,(99)3634-1143,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Alcy Alves Arruda, Rua São Pedro, LAGO DO JUNCO, MARANHÃO, Brasil",,false,OK,"R. São Pedro, s/n - Centro, Lago do Junco - MA, 65710-000, Brasil",-4.6105768,-45.054949,ChIJJxLk1XKszJIRbCElqJiUEfI,false,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:42Z,auto_accept,ROOFTOP + in Brazil + state-consistent
MA_0073,MA.json,MA,MARANHÃO,LAGO DA PEDRA,Hospital Municipal Professor Serra de Castro,"Rua Senador Vitorino Freire, 001 Centro",(99) 99120 9631,2696029,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,LAGO DA PEDRA,Hospital Municipal Professor Serra de Castro,"Rua Senador Vitorino Freire, 001 Centro",(99) 99120 9631,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal Professor Serra de Castro, Rua Senador Vitorino Freire, 001 Centro, LAGO DA PEDRA, MARANHÃO, Brasil",,false,OK,"R. Sen. Vitorino Freire, 1 - Centro, Lago da Pedra - MA, 65715-000, Brasil",-4.5702088,-45.1323969,ChIJAXHMj2mozJIRrX-15JCLui8,true,ROOFTOP,premise|street_address,google_maps_geocoding_v1,2026-04-19T14:51:42Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0074,MA.json,MA,MARANHÃO,LAGOA GRANDE DO MARANHAO,Hospital Municipal José Vieira de Melo,Avenida 01 de Maio,,7982291,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,phone shown as 'Sem contato' in source,MARANHÃO,LAGOA GRANDE DO MARANHAO,Hospital Municipal José Vieira de Melo,Avenida 01 de Maio,,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal José Vieira de Melo, Avenida 01 de Maio, LAGOA GRANDE DO MARANHAO, MARANHÃO, Brasil",phones empty,false,OK,"Av. Primeiro de Maio, 123 - Centro, Lagoa Grande do Maranhão - MA, 65718-000, Brasil",-4.9936282,-45.3810113,ChIJj-X4LlXlzJIR7dfxym7cG7o,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:43Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
MA_0079,MA.json,MA,MARANHÃO,MATA ROMA,Hospital Municipal Thalles Ribeiro Gonçalves,"Av. Raimundo Vieira de Almeida, S/N, Centro",,2460017,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,phone shown as 'Sem contato' in source,MARANHÃO,MATA ROMA,Hospital Municipal Thalles Ribeiro Gonçalves,"Av. Raimundo Vieira de Almeida, S/N, Centro",,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal Thalles Ribeiro Gonçalves, Av. Raimundo Vieira de Almeida, S/N, Centro, MATA ROMA, MARANHÃO, Brasil",phones empty,false,OK,"Av. Raimundo Vieira de Almeida, 770, Mata Roma - MA, 65510-000, Brasil",-3.6252606,-43.1132189,ChIJ4wktl77W8gcRJv5_IdK8MMM,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:44Z,auto_accept,ROOFTOP + in Brazil + state-consistent; partial_match tolerated (other signals clean)
