row_id,source_state_file,source_state_abbr,state,municipality,health_unit_name,address,phones_raw,cnes,antivenoms_raw,source_notes,state_clean,municipality_clean,health_unit_name_clean,address_clean,phones_clean,antivenoms_joined,geocode_query,normalization_notes,needs_review_pre_geocode,geocode_status,formatted_address,lat,lng,place_id,partial_match,location_type,result_types,geocode_provider,geocode_attempted_at,original_formatted_address,original_lat,original_lng,original_place_id,original_partial_match,original_location_type,original_review_reasons,repair_applied,repair_source,repair_outcome,final_status,publish_policy
MA_0115,MA.json,MA,MARANHÃO,SANTA HELENA,Hospital Santa Helena,Travessa Manoel Pavão Dias,,6463045,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,phone shown as 'Sem contato' in source,MARANHÃO,SANTA HELENA,Hospital Santa Helena,Travessa Manoel Pavão Dias,,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Santa Helena, Travessa Manoel Pavão Dias, SANTA HELENA, MARANHÃO, Brasil",phones empty,false,OK,"Tv. Manoel Pavão Dias, Santa Helena - MA, 65208-000, Brasil",-2.2404359,-45.3045262,ChIJDcyDgWQfs5IR24fmy4dLaNw,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:51:54Z,,,,,,,,false,,,retry_queue,publish
MA_0116,MA.json,MA,MARANHÃO,SANTA LUZIA,Hospital Municipal Pedro dos Reis Fernandes,"Av. Nagib Haickel, S/N Centro",(98)981158648,2459477,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,SANTA LUZIA,Hospital Municipal Pedro dos Reis Fernandes,"Av. Nagib Haickel, S/N Centro",(98)981158648,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal Pedro dos Reis Fernandes, Av. Nagib Haickel, S/N Centro, SANTA LUZIA, MARANHÃO, Brasil",,false,OK,"Av. Nagib Haickel, Santa Luzia - MA, 65390-000, Brasil",-3.9684908,-45.6566571,ChIJk_HNh-pZypIRHV6i_s66r7o,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:51:55Z,,,,,,,,false,,,retry_queue,publish
MA_0118,MA.json,MA,MARANHÃO,SANTANA DO MARANHÃO,Hospital Antonia Valentim Gomes,Av. Governadora Roseana Sarney,,7401655,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,phone shown as 'Sem contato' in source,MARANHÃO,SANTANA DO MARANHÃO,Hospital Antonia Valentim Gomes,Av. Governadora Roseana Sarney,,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Antonia Valentim Gomes, Av. Governadora Roseana Sarney, SANTANA DO MARANHÃO, MARANHÃO, Brasil",phones empty,false,OK,"Santana do Maranhão - MA, 65555-000, Brasil",-3.1207579,-42.4014312,ChIJD_ASKeWP7QcRKwYuStS5FUc,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:56Z,,,,,,,,false,,,retry_queue,publish
MA_0119,MA.json,MA,MARANHÃO,SÃO BENTO,Hospital Municipal São Bento,"Rua Felipe Conduru, S/N, Centro",(98)3381-1815,2460831,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,SÃO BENTO,Hospital Municipal São Bento,"Rua Felipe Conduru, S/N, Centro",(98)3381-1815,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal São Bento, Rua Felipe Conduru, S/N, Centro, SÃO BENTO, MARANHÃO, Brasil",,false,OK,"R. Dom Felipe Conduru, São Bento - MA, 65235-000, Brasil",-2.699059,-44.8303825,ChIJQ6ohaxXj9QcRcTnpyHhvOTY,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:51:56Z,,,,,,,,false,,,retry_queue,publish
MA_0123,MA.json,MA,MARANHÃO,SÃO FELIX DE BALSAS,Hospital Municipal de São Felix de Balsas,"Av. Senador Alexandre Costa, S/N - Centro",(99) 98832 9647,2463946,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,SÃO FELIX DE BALSAS,Hospital Municipal de São Felix de Balsas,"Av. Senador Alexandre Costa, S/N - Centro",(99) 98832 9647,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal de São Felix de Balsas, Av. Senador Alexandre Costa, S/N - Centro, SÃO FELIX DE BALSAS, MARANHÃO, Brasil",,false,OK,"R. Grande - Centro, São Félix de Balsas - MA, 65890-000, Brasil",-7.0829955,-44.8129971,ChIJ73S3B1higAcRg3hR2Z4gW00,true,GEOMETRIC_CENTER,establishment|health|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:57Z,,,,,,,,false,,,retry_queue,publish
MA_0124,MA.json,MA,MARANHÃO,SÃO FRANCISCO DO MARANHAO,Hospital Municipal Dr Luiz Gonzaga Martins,"Rua Hermes Viana, S/N Centro",(86)99968 2668,2457512,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,SÃO FRANCISCO DO MARANHAO,Hospital Municipal Dr Luiz Gonzaga Martins,"Rua Hermes Viana, S/N Centro",(86)99968 2668,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal Dr Luiz Gonzaga Martins, Rua Hermes Viana, S/N Centro, SÃO FRANCISCO DO MARANHAO, MARANHÃO, Brasil",,false,OK,"Tv. Henrique Dias - São Francisco do Maranhão, MA, 65650-000, Brasil",-6.2460963,-42.8587466,ChIJPWrZhvvfhAcR6ku61iR-Ucc,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:51:57Z,,,,,,,,false,,,retry_queue,publish
MA_0129,MA.json,MA,MARANHÃO,SÃO JOSÉ DOS BASÍLIOS,Hospital Geral de Saúde Luis Ferreira de Sousa,"Travessa Odilon, s/n, Centro",,2457342,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,phone shown as 'Sem contato' in source,MARANHÃO,SÃO JOSÉ DOS BASÍLIOS,Hospital Geral de Saúde Luis Ferreira de Sousa,"Travessa Odilon, s/n, Centro",,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Geral de Saúde Luis Ferreira de Sousa, Travessa Odilon, s/n, Centro, SÃO JOSÉ DOS BASÍLIOS, MARANHÃO, Brasil",phones empty,false,OK,"Tv. Odilon, São José dos Basílios - MA, 65762-000, Brasil",-5.0514904,-44.5862268,ChIJNVPVOd-yiQcR0dvynkmLAV8,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:51:59Z,,,,,,,,false,,,retry_queue,publish
MA_0130,MA.json,MA,MARANHÃO,SÃO BENEDITO DO RIO PRETO,Hospital Municipal Cassiana Sousa Magalhaes,"Rua 25 de Maço, S/N Centro",(98) 98535 6243,8013659,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,SÃO BENEDITO DO RIO PRETO,Hospital Municipal Cassiana Sousa Magalhaes,"Rua 25 de Maço, S/N Centro",(98) 98535 6243,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal Cassiana Sousa Magalhaes, Rua 25 de Maço, S/N Centro, SÃO BENEDITO DO RIO PRETO, MARANHÃO, Brasil",,false,OK,"São Benedito do Rio Preto, MA, 65440-000, Brasil",-3.3348519,-43.5273951,ChIJGbY8Aq9t8wcRsmhIXPda2F4,true,APPROXIMATE,locality|political,google_maps_geocoding_v1,2026-04-19T14:51:59Z,,,,,,,,false,,,retry_queue,publish
MA_0131,MA.json,MA,MARANHÃO,SÃO JOÃO DOS PATOS,Hospital Regional Celso Rocha Santos,"Rua Joaquim Tavora, S/N Cajazeiras",(99) 93551 2384 / (99) 98448 3509,2457156,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,SÃO JOÃO DOS PATOS,Hospital Regional Celso Rocha Santos,"Rua Joaquim Tavora, S/N Cajazeiras",(99) 93551 2384 / (99) 98448 3509,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Regional Celso Rocha Santos, Rua Joaquim Tavora, S/N Cajazeiras, SÃO JOÃO DOS PATOS, MARANHÃO, Brasil",,false,OK,"R. Joaquim Távora, São João dos Patos - MA, 65665-000, Brasil",-6.5413152,-43.6859945,ChIJzfJqQ3IbhAcRHTy_Si-P3tM,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:51:59Z,,,,,,,,false,,,retry_queue,publish
MA_0133,MA.json,MA,MARANHÃO,SÃO JOÃO DO CARU,Hospital Municipal de São João do Caru,Rua do Comércio,,2465108,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,phone shown as 'Sem contato' in source,MARANHÃO,SÃO JOÃO DO CARU,Hospital Municipal de São João do Caru,Rua do Comércio,,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal de São João do Caru, Rua do Comércio, SÃO JOÃO DO CARU, MARANHÃO, Brasil",phones empty,false,OK,"São João do Carú - MA, 65385-000, Brasil",-3.5564723,-46.2580355,ChIJh7prt8QHtpIRzPwGT7yM3dY,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:52:00Z,,,,,,,,false,,,retry_queue,publish
MA_0134,MA.json,MA,MARANHÃO,SÃO JOÃO BATISTA,Hospital Geral José Maria dos Santos Jacinto,"Rua Cristovão Cavalcante, S/N Centro",(98) 98476 0611,2460432,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,SÃO JOÃO BATISTA,Hospital Geral José Maria dos Santos Jacinto,"Rua Cristovão Cavalcante, S/N Centro",(98) 98476 0611,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Geral José Maria dos Santos Jacinto, Rua Cristovão Cavalcante, S/N Centro, SÃO JOÃO BATISTA, MARANHÃO, Brasil",,false,OK,"Praça Dr. Santos Jacinto, São João Batista - MA, 65225-000, Brasil",-2.9585041,-44.7980555,ChIJCWI1FwCR9QcREkTqf5xrkZs,true,GEOMETRIC_CENTER,establishment|park|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:52:00Z,,,,,,,,false,,,retry_queue,publish
MA_0136,MA.json,MA,MARANHÃO,SÃO JOÃO DO PARAISO,Hospital Municipal Joca Chaves,Rua 25 de Dezembro,,7597843,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,phone shown as 'Sem contato' in source,MARANHÃO,SÃO JOÃO DO PARAISO,Hospital Municipal Joca Chaves,Rua 25 de Dezembro,,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal Joca Chaves, Rua 25 de Dezembro, SÃO JOÃO DO PARAISO, MARANHÃO, Brasil",phones empty,false,OK,"Rua 25 de Dezembro - Vila Socorro, São João do Paraíso - MA, 65973-000, Brasil",-6.4567354,-47.0597706,ChIJ-be-Uifr0JIRYOjBQVig7lo,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:52:01Z,,,,,,,,false,,,retry_queue,publish
MA_0139,MA.json,MA,MARANHÃO,SITIO NOVO,Hospital Municipal Frei Alberto Beretta,"Rua Ana Gomes Diniz, S/N Loteamento Leotino",(99)98159 8700,2646595,SAB|SAC|SABC|SABL|SAE|SAAr|SAESC|SALon,,MARANHÃO,SITIO NOVO,Hospital Municipal Frei Alberto Beretta,"Rua Ana Gomes Diniz, S/N Loteamento Leotino",(99)98159 8700,"SAB, SAC, SABC, SABL, SAE, SAAr, SAESC, SALon","Hospital Municipal Frei Alberto Beretta, Rua Ana Gomes Diniz, S/N Loteamento Leotino, SITIO NOVO, MARANHÃO, Brasil",,false,OK,"R. Ana Gomes Viana, Sítio Novo - MA, 65925-000, Brasil",-5.8765601,-46.7061096,ChIJcypp99TI0ZIRxEZlpaRVzGE,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:52:02Z,,,,,,,,false,,,retry_queue,publish
MA_0141,MA.json,MA,MARANHÃO,SUCUPIRA DO RIACHAO,Hospital Mestre Alberto Leite de Sousa,"Rua Lagoa do Mato, S/N Centro",(99) 3553 1010,7006462,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,SUCUPIRA DO RIACHAO,Hospital Mestre Alberto Leite de Sousa,"Rua Lagoa do Mato, S/N Centro",(99) 3553 1010,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Mestre Alberto Leite de Sousa, Rua Lagoa do Mato, S/N Centro, SUCUPIRA DO RIACHAO, MARANHÃO, Brasil",,false,OK,"Rua Lagoa do Mato - Centro, Sucupira do Riachão - MA, 65668-000, Brasil",-6.4184152,-43.5458126,ChIJQQya-2s-hAcRTtBIuhKXHEg,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:52:02Z,,,,,,,,false,,,retry_queue,publish
MA_0142,MA.json,MA,MARANHÃO,TASSO FRAGOSO,Hospital Irma Maria Paes Tavares,"Rua Sol Nascente, S/N - Bairro São José",(99)98191 1240,2646471,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,TASSO FRAGOSO,Hospital Irma Maria Paes Tavares,"Rua Sol Nascente, S/N - Bairro São José",(99)98191 1240,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Irma Maria Paes Tavares, Rua Sol Nascente, S/N - Bairro São José, TASSO FRAGOSO, MARANHÃO, Brasil",,false,OK,"Tasso Fragoso - MA, 65820-000, Brasil",-8.465617199999999,-45.7496342,ChIJodt8AieYK5MR_ZBZUEw3srw,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:52:02Z,,,,,,,,false,,,retry_queue,publish
MA_0143,MA.json,MA,MARANHÃO,TIMBIRAS,Hospital Geral de Timbiras,"Rua da Mangueira, S/N - Anjo da Guarda",(99) 98156 5777,7202253,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,TIMBIRAS,Hospital Geral de Timbiras,"Rua da Mangueira, S/N - Anjo da Guarda",(99) 98156 5777,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Geral de Timbiras, Rua da Mangueira, S/N - Anjo da Guarda, TIMBIRAS, MARANHÃO, Brasil",,false,OK,"Estr. da Mangueira, Timbiras - MA, 65420-000, Brasil",-4.2690239,-43.9423584,ChIJoURPauCPiwcR2q0SIN2awe0,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:52:03Z,,,,,,,,false,,,retry_queue,publish
MA_0146,MA.json,MA,MARANHÃO,TUTÓIA,Hospital Municipal Lucas Veras,"Rua Celso Veras, 20 - Centro",(98) 98828 6421,2462214,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,TUTÓIA,Hospital Municipal Lucas Veras,"Rua Celso Veras, 20 - Centro",(98) 98828 6421,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal Lucas Veras, Rua Celso Veras, 20 - Centro, TUTÓIA, MARANHÃO, Brasil",,false,OK,"R. Sen. Leite - Tutóia, MA, 65580-000, Brasil",-2.762219,-42.274942,ChIJoTsczYkK7gcRCnCf56_OGWE,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:52:03Z,,,,,,,,false,,,retry_queue,publish
MA_0151,MA.json,MA,MARANHÃO,VARGEM GRANDE,Hospital Municipal Benito Mussoline de Sousa,"Praça da Bandeira, 008 Centro",(98) 99153 2509 / (98) 99219 8824,2459620,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,,MARANHÃO,VARGEM GRANDE,Hospital Municipal Benito Mussoline de Sousa,"Praça da Bandeira, 008 Centro",(98) 99153 2509 / (98) 99219 8824,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal Benito Mussoline de Sousa, Praça da Bandeira, 008 Centro, VARGEM GRANDE, MARANHÃO, Brasil",,false,OK,"Vargem Grande - MA, 65430-000, Brasil",-3.547988,-43.9164489,ChIJF_LKO5av9AcRC7Os8UIbETo,true,APPROXIMATE,administrative_area_level_2|political,google_maps_geocoding_v1,2026-04-19T14:52:05Z,,,,,,,,false,,,retry_queue,publish
MA_0152,MA.json,MA,MARANHÃO,VILA NOVA DOS MARTIRIOS,Hospital e Maternidade Nossa Senhora da Penha,"Rua Presidente Mendes, S/N, Centro",,2457571,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,phone shown as 'Sem contato' in source,MARANHÃO,VILA NOVA DOS MARTIRIOS,Hospital e Maternidade Nossa Senhora da Penha,"Rua Presidente Mendes, S/N, Centro",,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital e Maternidade Nossa Senhora da Penha, Rua Presidente Mendes, S/N, Centro, VILA NOVA DOS MARTIRIOS, MARANHÃO, Brasil",phones empty,false,OK,"R. Pres. Mendes - Vila João Pinto, Vila Nova dos Martírios - MA, 65924-000, Brasil",-5.1823358,-48.13996239999999,ChIJV0IfykZSxJIRJp-oDeFQVo8,false,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:52:05Z,,,,,,,,false,,,watchlist,publish
MA_0153,MA.json,MA,MARANHÃO,VITORIA DO MEARIM,Centro de Saúde João Firmino Vaz,Rua da Caixa,,2455714,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,phone shown as 'Sem contato' in source,MARANHÃO,VITORIA DO MEARIM,Centro de Saúde João Firmino Vaz,Rua da Caixa,,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Centro de Saúde João Firmino Vaz, Rua da Caixa, VITORIA DO MEARIM, MARANHÃO, Brasil",phones empty,false,OK,"R. da caixa, Vitória do Mearim - MA, 65350-000, Brasil",-3.5712745,-44.9085653,ChIJu4vMBWtT9QcRBiXgOvWNJwc,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:52:05Z,,,,,,,,false,,,retry_queue,publish
MA_0154,MA.json,MA,MARANHÃO,VITORINO FREIRE,Hospital Municipal Dr Francisco Ribeiro Dr Chicão,Rua Eugênio Barros,,2530473,SAB|SAC|SABC|SABL|SAE|SAAr|SAEsc,phone shown as 'Sem contato' in source,MARANHÃO,VITORINO FREIRE,Hospital Municipal Dr Francisco Ribeiro Dr Chicão,Rua Eugênio Barros,,"SAB, SAC, SABC, SABL, SAE, SAAr, SAEsc","Hospital Municipal Dr Francisco Ribeiro Dr Chicão, Rua Eugênio Barros, VITORINO FREIRE, MARANHÃO, Brasil",phones empty,false,OK,"R. Eugênio Barros - Centro, Vitorino Freire - MA, 65320-000, Brasil",-4.285771,-45.2540474,ChIJzX_6ucw_y5IR2DmRxVXKqZg,false,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:52:06Z,,,,,,,,false,,,watchlist,publish
MG_0001,MG.json,MG,MINAS GERAIS,Abaeté,Policlínica 24 horas,"Rua Deusdedith Alves de Sousa, 710, Centro",(37) 3541-5377,2126826,Botrópico|Crotálico e Escorpiônico,,MINAS GERAIS,Abaeté,Policlínica 24 horas,"Rua Deusdedith Alves de Sousa, 710, Centro",(37) 3541-5377,"Botrópico, Crotálico e Escorpiônico","Policlínica 24 horas, Rua Deusdedith Alves de Sousa, 710, Centro, Abaeté, MINAS GERAIS, Brasil",,false,OK,"CENTRO, Abaeté - MG, 35620-000, Brasil",-19.1561166,-45.4509836,ChIJadc2Z4eNspQROOk_F-cDGqo,true,APPROXIMATE,political|sublocality|sublocality_level_1,google_maps_geocoding_v1,2026-04-19T14:52:07Z,,,,,,,,false,,,retry_queue,publish
MG_0004,MG.json,MG,MINAS GERAIS,Águas Vermelhas,Hospital Santa Lúcia,"Rua Uberlândia, nº 48, Panorama",(33) 3755-1201,2139106,Botrópico|Crotálico|Elapídico|Escorpiônico|Loxoscélico|Fonêutrico e Lonômico,,MINAS GERAIS,Águas Vermelhas,Hospital Santa Lúcia,"Rua Uberlândia, nº 48, Panorama",(33) 3755-1201,"Botrópico, Crotálico, Elapídico, Escorpiônico, Loxoscélico, Fonêutrico e Lonômico","Hospital Santa Lúcia, Rua Uberlândia, nº 48, Panorama, Águas Vermelhas, MINAS GERAIS, Brasil",,false,OK,"R. Uberlândia - Águas Vermelhas, MG, 39990-000, Brasil",-15.7411406,-41.46326610000001,ChIJPWnJOtzFTgcRfHwlaKAB54s,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:52:07Z,,,,,,,,false,,,retry_queue,publish
MG_0009,MG.json,MG,MINAS GERAIS,Alvarenga,UBS Dr. Paulo Cesar de Miranda,"Avenida do Contorno, n34, Centro",(33) 3328-1564,2103370,Escorpiônico,,MINAS GERAIS,Alvarenga,UBS Dr. Paulo Cesar de Miranda,"Avenida do Contorno, n34, Centro",(33) 3328-1564,Escorpiônico,"UBS Dr. Paulo Cesar de Miranda, Avenida do Contorno, n34, Centro, Alvarenga, MINAS GERAIS, Brasil",,false,OK,"Av. do Contorno, Alvarenga - MG, 35249-000, Brasil",-19.4153415,-41.72866930000001,ChIJK8fa-y3tsAAR8p7I39Mv1Xg,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:52:09Z,,,,,,,,false,,,retry_queue,publish
MG_0010,MG.json,MG,MINAS GERAIS,Alvinópolis,Hospital Nossa Senhora de Lourdes,"Av. Antônio Carlos, 60 - Centro",(31) 3855-1223,2100371,Escorpiônico,,MINAS GERAIS,Alvinópolis,Hospital Nossa Senhora de Lourdes,"Av. Antônio Carlos, 60 - Centro",(31) 3855-1223,Escorpiônico,"Hospital Nossa Senhora de Lourdes, Av. Antônio Carlos, 60 - Centro, Alvinópolis, MINAS GERAIS, Brasil",,false,OK,"Alvinópolis - MG, 35950-000, Brasil",-20.1118678,-43.0610648,ChIJdW4jL5H6pAARHv7hDqREuUU,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:52:09Z,,,,,,,,false,,,retry_queue,publish
MG_0011,MG.json,MG,MINAS GERAIS,Andradas,Sta. Casa da Misericórdia de Andradas,"Rua Capitão Cirilo, 668 – Alto Alegre",(35) 3731-1345,2775956,Botrópico|Crotálico|Elapídico|Escorpiônico|Loxoscélico|Fonêutrico e Lonômico,,MINAS GERAIS,Andradas,Sta. Casa da Misericórdia de Andradas,"Rua Capitão Cirilo, 668 – Alto Alegre",(35) 3731-1345,"Botrópico, Crotálico, Elapídico, Escorpiônico, Loxoscélico, Fonêutrico e Lonômico","Sta. Casa da Misericórdia de Andradas, Rua Capitão Cirilo, 668 – Alto Alegre, Andradas, MINAS GERAIS, Brasil",,false,OK,"R. Cap. Cirílo, 668 - Alto Alegre, Andradas - MG, 37795-000, Brasil",-22.0651168,-46.5639689,ChIJXzMsnU-8yZQRAoPQI_l63p8,true,GEOMETRIC_CENTER,premise|street_address,google_maps_geocoding_v1,2026-04-19T14:52:09Z,,,,,,,,false,,,retry_queue,publish
MG_0021,MG.json,MG,MINAS GERAIS,Bandeira,Unidade de Saúde de Bandeira,"Rua Professora Arlete Campanha, 01",(33) 3728-1212,2120399,Botrópico|Crotálico|Elapídico|Escorpiônico|Loxoscélico|Fonêutrico e Lonômico,,MINAS GERAIS,Bandeira,Unidade de Saúde de Bandeira,"Rua Professora Arlete Campanha, 01",(33) 3728-1212,"Botrópico, Crotálico, Elapídico, Escorpiônico, Loxoscélico, Fonêutrico e Lonômico","Unidade de Saúde de Bandeira, Rua Professora Arlete Campanha, 01, Bandeira, MINAS GERAIS, Brasil",,false,OK,"R. Prfa. Arlete Campanha, 1, Bandeira - MG, 39917-000, Brasil",-15.8869614,-40.5616882,Ej1SLiBQcmZhLiBBcmxldGUgQ2FtcGFuaGEsIDEsIEJhbmRlaXJhIC0gTUcsIDM5OTE3LTAwMCwgQnJhemlsIjASLgoUChIJ6Z_XEg6mSQcRiXlmARxm6H0QASoUChIJk_9_Eg6mSQcRDtcCKqDsHBQ,true,RANGE_INTERPOLATED,street_address,google_maps_geocoding_v1,2026-04-19T14:52:12Z,,,,,,,,false,,,retry_queue,publish
MG_0024,MG.json,MG,MINAS GERAIS,Barbacena,Santa Casa de Misericórdia,"Rua Padre Toledo, s/ n - São Sebastião",(32) 3339-2400,2138875,Botrópico|Crotálico|Escorpiônico|Loxoscélico e Fonêutrico,,MINAS GERAIS,Barbacena,Santa Casa de Misericórdia,"Rua Padre Toledo, s/ n - São Sebastião",(32) 3339-2400,"Botrópico, Crotálico, Escorpiônico, Loxoscélico e Fonêutrico","Santa Casa de Misericórdia, Rua Padre Toledo, s/ n - São Sebastião, Barbacena, MINAS GERAIS, Brasil",,false,OK,"R. Padre Tolêdo - São Sebastião, Barbacena - MG, 36202-290, Brasil",-21.2137787,-43.7727265,EkVSLiBQYWRyZSBUb2zDqmRvIC0gU8OjbyBTZWJhc3Rpw6NvLCBCYXJiYWNlbmEgLSBNRywgMzYyMDItMjkwLCBCcmF6aWwiLiosChQKEgkBkCRGZyCiABEFG1I5ccIvaBIUChIJISbvEWYgogAR254zcWA2OIY,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:52:13Z,,,,,,,,false,,,retry_queue,publish
MG_0027,MG.json,MG,MINAS GERAIS,Berilo,Hospital Municipal Nossa Senhora dos Pobres Berilo,"R. Padre Pedro Heredes, s/n - São Francisco",(33) 3737-1106/1175,2134292,Escorpiônico,,MINAS GERAIS,Berilo,Hospital Municipal Nossa Senhora dos Pobres Berilo,"R. Padre Pedro Heredes, s/n - São Francisco",(33) 3737-1106/1175,Escorpiônico,"Hospital Municipal Nossa Senhora dos Pobres Berilo, R. Padre Pedro Heredes, s/n - São Francisco, Berilo, MINAS GERAIS, Brasil",,false,OK,"Av. Nossa Sra. dos Pobres - Lelivéldia, Berilo - MG, 39640-000, Brasil",-16.7988035,-42.5539209,ChIJ35gGN36gUgcRPxvi6HB3mx8,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:52:14Z,,,,,,,,false,,,retry_queue,publish
MG_0033,MG.json,MG,MINAS GERAIS,Brasilândia de Minas,Centro de Saúde Sinval Farias de Sá,"Rua: Lindorifo Batista, 1999 - Contigente",(38)99866-6548,3873781,Botrópico|Crotálico e Escorpiônico,,MINAS GERAIS,Brasilândia de Minas,Centro de Saúde Sinval Farias de Sá,"Rua: Lindorifo Batista, 1999 - Contigente",(38)99866-6548,"Botrópico, Crotálico e Escorpiônico","Centro de Saúde Sinval Farias de Sá, Rua: Lindorifo Batista, 1999 - Contigente, Brasilândia de Minas, MINAS GERAIS, Brasil",,false,OK,"R. Lindorifo Batista, 1999, Brasilândia de Minas - MG, 38779-000, Brasil",-17.0098285,-46.0175332,EklSLiBMaW5kb3JpZm8gQmF0aXN0YSwgMTk5OSwgQnJhc2lsw6JuZGlhIGRlIE1pbmFzIC0gTUcsIDM4Nzc5LTAwMCwgQnJhemlsIjESLwoUChIJRc6fbac9qpQRe-MJ6alGKKoQzw8qFAoSCYUOmf-hPaqUEWRBb2IUH_Ro,true,RANGE_INTERPOLATED,street_address,google_maps_geocoding_v1,2026-04-19T14:52:16Z,,,,,,,,false,,,retry_queue,publish
