row_id,source_state_file,source_state_abbr,state,municipality,health_unit_name,address,phones_raw,cnes,antivenoms_raw,source_notes,state_clean,municipality_clean,health_unit_name_clean,address_clean,phones_clean,antivenoms_joined,geocode_query,normalization_notes,needs_review_pre_geocode,geocode_status,formatted_address,lat,lng,place_id,partial_match,location_type,result_types,geocode_provider,geocode_attempted_at,original_formatted_address,original_lat,original_lng,original_place_id,original_partial_match,original_location_type,original_review_reasons,repair_applied,repair_source,repair_outcome,final_status,publish_policy
BA_0249,BA.json,BA,BAHIA,Vereda,PSF II Idalina da Rocha Nonato,Rua Professor Tertuliano Pereira de Queiroz,(73) 3661-2111,2525666,Botrópico|Escorpiônico,ATENDIMENTO=SIM,BAHIA,Vereda,PSF II Idalina da Rocha Nonato,Rua Professor Tertuliano Pereira de Queiroz,(73) 3661-2111,"Botrópico, Escorpiônico","PSF II Idalina da Rocha Nonato, Rua Professor Tertuliano Pereira de Queiroz, Vereda, BAHIA, Brasil",,false,OK,"R. Prof. Tertuliano Pereira de Queiróz - Vereda, BA, 45955-000, Brasil",-17.2255081,-40.0864143,ChIJ5XnInTebSgcRxOKQWOi4Vpw,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:50:18Z,,,,,,,,false,,,retry_queue,publish
CE_0004,CE.json,CE,CEARÁ,Baixio,Hospital São Francisco - Unidade Mista do Baixio,"R. Dona Maria da Glória, s/n - Centro",(88) 3539-1129,2552345,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,,CEARÁ,Baixio,Hospital São Francisco - Unidade Mista do Baixio,"R. Dona Maria da Glória, s/n - Centro",(88) 3539-1129,"Crotálico, Laquético, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Hospital São Francisco - Unidade Mista do Baixio, R. Dona Maria da Glória, s/n - Centro, Baixio, CEARÁ, Brasil",,false,OK,"R. Dona Maria da Glória, Baixio - CE, 63320-000, Brasil",-6.728783399999999,-38.7156281,ChIJwy7yS-uGowcRzJW3y75wgdA,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:50:21Z,,,,,,,,false,,,retry_queue,publish
CE_0005,CE.json,CE,CEARÁ,Aracoiaba,Hospital e Maternidade Santa Isabel,"R. Getúlio Vargas, 139 - Centro",(85) 3337-1415,4010779,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,,CEARÁ,Aracoiaba,Hospital e Maternidade Santa Isabel,"R. Getúlio Vargas, 139 - Centro",(85) 3337-1415,"Crotálico, Laquético, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Hospital e Maternidade Santa Isabel, R. Getúlio Vargas, 139 - Centro, Aracoiaba, CEARÁ, Brasil",,false,OK,"R. Getúlio Vargas - Aracoiaba, CE, 62750-000, Brasil",-4.3739097,-38.8099136,ChIJ81HDhncvvwcR1vlz68ivUCQ,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:50:21Z,,,,,,,,false,,,retry_queue,publish
CE_0006,CE.json,CE,CEARÁ,Brejo Santo,Hospital Geral de Brejo Santo,"Av. Pref. João Inácio de Lucena, 1255 - Centro",(88) 3531-1082,2480646,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,,CEARÁ,Brejo Santo,Hospital Geral de Brejo Santo,"Av. Pref. João Inácio de Lucena, 1255 - Centro",(88) 3531-1082,"Crotálico, Laquético, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Hospital Geral de Brejo Santo, Av. Pref. João Inácio de Lucena, 1255 - Centro, Brejo Santo, CEARÁ, Brasil",,false,OK,"Hospital Geral De Brejo Santo - Aldeota, Brejo Santo - CE, 63260-000, Brasil",-7.485720600000001,-38.984251,ChIJQ4E-Xyk-oQcRfNdv211_Yu0,true,GEOMETRIC_CENTER,premise|street_address,google_maps_geocoding_v1,2026-04-19T14:50:21Z,,,,,,,,false,,,retry_queue,publish
CE_0009,CE.json,CE,CEARÁ,Carnaubal,Unidade Mista Nossa Senhora Auxiliadora,"Av. Paulo Sarazate, 0 - Centro",(88) 3650-1134,2561298,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,,CEARÁ,Carnaubal,Unidade Mista Nossa Senhora Auxiliadora,"Av. Paulo Sarazate, 0 - Centro",(88) 3650-1134,"Crotálico, Laquético, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Unidade Mista Nossa Senhora Auxiliadora, Av. Paulo Sarazate, 0 - Centro, Carnaubal, CEARÁ, Brasil",,false,OK,"Carnaubal - CE, 62375-000, Brasil",-4.1595965,-40.9406594,ChIJPZFDJxHtlAcRFMAo7XA1DRI,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:50:22Z,,,,,,,,false,,,retry_queue,publish
CE_0010,CE.json,CE,CEARÁ,Catarina,Hospital Municipal Doutor Gentil,"R. Francisco Chagas Guedes, 441",(88) 3556-1112,2333864,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,,CEARÁ,Catarina,Hospital Municipal Doutor Gentil,"R. Francisco Chagas Guedes, 441",(88) 3556-1112,"Crotálico, Laquético, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Hospital Municipal Doutor Gentil, R. Francisco Chagas Guedes, 441, Catarina, CEARÁ, Brasil",,false,OK,"R. Francisco Chagas Guedes, 441, Catarina - CE, 63595-000, Brasil",-6.1328155,-39.8750883,EkFSLiBGcmFuY2lzY28gQ2hhZ2FzIEd1ZWRlcywgNDQxLCBDYXRhcmluYSAtIENFLCA2MzU5NS0wMDAsIEJyYXppbCIxEi8KFAoSCVd_7w6SpaIHEVNkiXqhOqpNELkDKhQKEgkZVZ-HjaWiBxGOKhM-Yn1kAQ,true,RANGE_INTERPOLATED,street_address,google_maps_geocoding_v1,2026-04-19T14:50:22Z,,,,,,,,false,,,retry_queue,publish
CE_0018,CE.json,CE,CEARÁ,Ibiapina,Hospital Municipal Maria Wanderlene Negreiros de Queiroz,"Av. Dep. Fernando Melo, s/n - Centro",(88) 3653-1130,2561336,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,,CEARÁ,Ibiapina,Hospital Municipal Maria Wanderlene Negreiros de Queiroz,"Av. Dep. Fernando Melo, s/n - Centro",(88) 3653-1130,"Crotálico, Laquético, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Hospital Municipal Maria Wanderlene Negreiros de Queiroz, Av. Dep. Fernando Melo, s/n - Centro, Ibiapina, CEARÁ, Brasil",,false,OK,"Av. Dep. Fernando Melo - Centro, Ibiapina - CE, 62360-000, Brasil",-3.922421,-40.8892731,EkFBdi4gRGVwLiBGZXJuYW5kbyBNZWxvIC0gQ2VudHJvLCBJYmlhcGluYSAtIENFLCA2MjM2MC0wMDAsIEJyYXppbCIuKiwKFAoSCdFDU0zYyJQHEXUrEB-glqv8EhQKEgkBaFR1JsmUBxHM5RRKfwnHLQ,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:50:25Z,,,,,,,,false,,,retry_queue,publish
CE_0021,CE.json,CE,CEARÁ,Ipaumirim,Hospital e Maternidade Maria José dos Santos,"R. Miceno Alexandre Gonçalves, 165 - Centro",(88) 99974-4179,2554771,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,,CEARÁ,Ipaumirim,Hospital e Maternidade Maria José dos Santos,"R. Miceno Alexandre Gonçalves, 165 - Centro",(88) 99974-4179,"Crotálico, Laquético, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Hospital e Maternidade Maria José dos Santos, R. Miceno Alexandre Gonçalves, 165 - Centro, Ipaumirim, CEARÁ, Brasil",,false,OK,"CE-151 - Vila São José, Ipaumirim - CE, 63340-000, Brasil",-6.789132599999999,-38.72597580000001,ChIJcW5JLbyIowcR24iRvS_SEAE,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:50:26Z,,,,,,,,false,,,retry_queue,publish
CE_0031,CE.json,CE,CEARÁ,Pedra Branca,Hospital Municipal São Sebastião,R. Furtunato Silva - Bom Princípio,(88) 3515-1026,2723255,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,,CEARÁ,Pedra Branca,Hospital Municipal São Sebastião,R. Furtunato Silva - Bom Princípio,(88) 3515-1026,"Crotálico, Laquético, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Hospital Municipal São Sebastião, R. Furtunato Silva - Bom Princípio, Pedra Branca, CEARÁ, Brasil",,false,OK,"R. Furtunato Silva - Bom Princípio, Pedra Branca - CE, 63630-000, Brasil",-5.4589873,-39.7171238,ChIJh8VuOhievQcRMKGTN6TSBn4,false,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:50:28Z,,,,,,,,false,,,watchlist,publish
CE_0032,CE.json,CE,CEARÁ,Piquet Carneiro,Hospital Municipal de Piquet Carneiro,"R. Rancho Verde, s/n - Piquet Carneiro",(88) 3516-1192,2561409,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,,CEARÁ,Piquet Carneiro,Hospital Municipal de Piquet Carneiro,"R. Rancho Verde, s/n - Piquet Carneiro",(88) 3516-1192,"Crotálico, Laquético, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Hospital Municipal de Piquet Carneiro, R. Rancho Verde, s/n - Piquet Carneiro, Piquet Carneiro, CEARÁ, Brasil",,false,OK,"Rancho Verde, Piquet Carneiro - CE, 63605-000, Brasil",-5.8013897,-39.4152918,ChIJwc2EYMUjvQcRI4PaYpMxMQI,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:50:29Z,,,,,,,,false,,,retry_queue,publish
CE_0035,CE.json,CE,CEARÁ,Quixelô,Hospital Municipal de Quixelô,"R. Maria Julia, s/n - Centro",(88) 3579-1197,2328929,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,,CEARÁ,Quixelô,Hospital Municipal de Quixelô,"R. Maria Julia, s/n - Centro",(88) 3579-1197,"Crotálico, Laquético, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Hospital Municipal de Quixelô, R. Maria Julia, s/n - Centro, Quixelô, CEARÁ, Brasil",,false,OK,"R. Maria Júlia do Nascimento - Quixelô, CE, 63515-000, Brasil",-6.254287799999999,-39.1998243,ChIJC7vNQFEjowcRvcRrsVODP8Y,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:50:30Z,,,,,,,,false,,,retry_queue,publish
CE_0037,CE.json,CE,CEARÁ,Quixeramobim,Hospital Regional Sertão Central,"Rodovia CE 060, Km 198 - Estrada do Algodão",(88) 3406-1300,7061021,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,,CEARÁ,Quixeramobim,Hospital Regional Sertão Central,"Rodovia CE 060, Km 198 - Estrada do Algodão",(88) 3406-1300,"Crotálico, Laquético, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Hospital Regional Sertão Central, Rodovia CE 060, Km 198 - Estrada do Algodão, Quixeramobim, CEARÁ, Brasil",,false,OK,"Estr. do Algodão - CE-060 - Quixeramobim, CE, 63800-000, Brasil",-5.1829354,-39.2619863,ChIJjUAwbYA1vAcRs7Mw0KQ7R7o,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:50:30Z,,,,,,,,false,,,retry_queue,publish
CE_0039,CE.json,CE,CEARÁ,Saboeiro,Hospital Unidade Mista de Saúde,R. Sinfronio Braga - Centro,(88) 3526-1267,2561018,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,,CEARÁ,Saboeiro,Hospital Unidade Mista de Saúde,R. Sinfronio Braga - Centro,(88) 3526-1267,"Crotálico, Laquético, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Hospital Unidade Mista de Saúde, R. Sinfronio Braga - Centro, Saboeiro, CEARÁ, Brasil",,false,OK,"R. Cel. Sinfronio Braga - Saboeiro, CE, 63590-000, Brasil",-6.5376528,-39.9026625,ChIJi5tZOQZ-ogcRSAobORz_CGM,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:50:31Z,,,,,,,,false,,,retry_queue,publish
CE_0040,CE.json,CE,CEARÁ,São Benedito,Hospital Municipal de São Benedito,"Rodovia da Confianca Norte, s/n - Pimenteiras",(88) 3626-1363,2665190,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,,CEARÁ,São Benedito,Hospital Municipal de São Benedito,"Rodovia da Confianca Norte, s/n - Pimenteiras",(88) 3626-1363,"Crotálico, Laquético, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Hospital Municipal de São Benedito, Rodovia da Confianca Norte, s/n - Pimenteiras, São Benedito, CEARÁ, Brasil",,false,OK,"RODOVIA DA CONFIANCA NORTE, S/N - PIMENTEIRAS, São Benedito - CE, 62370-000, Brasil",-4.024881500000001,-40.8698709,ChIJVeXHeM_DlAcR-2UoezXYnc4,true,ROOFTOP,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:50:31Z,,,,,,,,false,,,retry_queue,publish
CE_0048,CE.json,CE,CEARÁ,Umari,Hospital Hercília Lopes,Rua Dom Quintino S/N,(88) 98856-4428,2499045,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,,CEARÁ,Umari,Hospital Hercília Lopes,Rua Dom Quintino S/N,(88) 98856-4428,"Crotálico, Laquético, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Hospital Hercília Lopes, Rua Dom Quintino S/N, Umari, CEARÁ, Brasil",,false,OK,"Av. Dom Quintino - Umari, CE, 63310-000, Brasil",-6.6473807,-38.6979378,ChIJiaayH9OBowcRdjjYX54Ohg8,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:50:33Z,,,,,,,,false,,,retry_queue,publish
CE_0049,CE.json,CE,CEARÁ,Viçosa do Ceará,Hospital de Maternidade de Viçosa do Ceará,"Av. José Figueira, s/n - Centro",(88) 3632-1119,2561425,Crotálico|Laquético|Escorpiônico|Fonêutrico|Lonômico|Loxoscélico,,CEARÁ,Viçosa do Ceará,Hospital de Maternidade de Viçosa do Ceará,"Av. José Figueira, s/n - Centro",(88) 3632-1119,"Crotálico, Laquético, Escorpiônico, Fonêutrico, Lonômico, Loxoscélico","Hospital de Maternidade de Viçosa do Ceará, Av. José Figueira, s/n - Centro, Viçosa do Ceará, CEARÁ, Brasil",,false,OK,"Av. José Figueira - Viçosa do Ceará, CE, 62300-000, Brasil",-3.5698125,-41.0946295,ChIJ28qMD5xC6wcRAPoeC7U6OWk,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:50:34Z,,,,,,,,false,,,retry_queue,publish
DF_0003,DF.json,DF,DISTRITO FEDERAL,Brazlândia,Hospital Regional Brazlândia,Área Especial 06 - Setor Tradiconal,(61)3449-6390,10545,Soro antibotrópico|soro anticrotálico|soro antiaracnídeo e soro antiescorpiônico,,DISTRITO FEDERAL,Brazlândia,Hospital Regional Brazlândia,Área Especial 06 - Setor Tradiconal,(61)3449-6390,"Soro antibotrópico, soro anticrotálico, soro antiaracnídeo e soro antiescorpiônico","Hospital Regional Brazlândia, Área Especial 06 - Setor Tradiconal, Brazlândia, DISTRITO FEDERAL, Brasil",,false,OK,"Área Especial 1 - St. Tradicional - Brazlândia, Brasília - DF, 72720-901, Brasil",-15.6750173,-48.2036454,ChIJQZAVCye3W5MR2ngChRoN61s,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:50:35Z,,,,,,,,false,,,retry_queue,publish
DF_0004,DF.json,DF,DISTRITO FEDERAL,Ceilândia,Hospital Regional Ceilândia,QNM 27 - Área Especial 01,(61)3449-6138,10480,Soro antibotrópico|soro anticrotálico|soro antiaracnídico e soro antiescorpiônico,,DISTRITO FEDERAL,Ceilândia,Hospital Regional Ceilândia,QNM 27 - Área Especial 01,(61)3449-6138,"Soro antibotrópico, soro anticrotálico, soro antiaracnídico e soro antiescorpiônico","Hospital Regional Ceilândia, QNM 27 - Área Especial 01, Ceilândia, DISTRITO FEDERAL, Brasil",,false,OK,"St. M Qnm 27 - Ceilândia, Brasília - DF, 72210-180, Brasil",-15.8195687,-48.09509749999999,ChIJobeBIsDNW5MRdsjezHwysD0,true,GEOMETRIC_CENTER,establishment|local_government_office|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:50:35Z,,,,,,,,false,,,retry_queue,publish
DF_0005,DF.json,DF,DISTRITO FEDERAL,Gama,Hospital Regional do Gama,Área Especial nº 1 - Setor Central,(61)3449-7333,10472,Soro antibotrópico|soro anticrotálico|soro antiaracnídico e soro antiescorpiônico,,DISTRITO FEDERAL,Gama,Hospital Regional do Gama,Área Especial nº 1 - Setor Central,(61)3449-7333,"Soro antibotrópico, soro anticrotálico, soro antiaracnídico e soro antiescorpiônico","Hospital Regional do Gama, Área Especial nº 1 - Setor Central, Gama, DISTRITO FEDERAL, Brasil",,false,OK,"Área Especiais Oeste - Gama, Brasília - DF, Brasil",-16.0145862,-48.0711445,ChIJV9ndyAeAWZMR3gKrTNzxQkA,true,GEOMETRIC_CENTER,establishment|point_of_interest|transit_station,google_maps_geocoding_v1,2026-04-19T14:50:35Z,,,,,,,,false,,,retry_queue,publish
DF_0008,DF.json,DF,DISTRITO FEDERAL,Planaltina,Hospital Regional Planaltina,"Av. WL 4, Setor Hospitalar Oeste – Área Especial",(61) 3449-5819,10529,Soro antibotrópico|soro anticrotálico|soro antiaracnídico e soro antiescorpiônico,,DISTRITO FEDERAL,Planaltina,Hospital Regional Planaltina,"Av. WL 4, Setor Hospitalar Oeste – Área Especial",(61) 3449-5819,"Soro antibotrópico, soro anticrotálico, soro antiaracnídico e soro antiescorpiônico","Hospital Regional Planaltina, Av. WL 4, Setor Hospitalar Oeste – Área Especial, Planaltina, DISTRITO FEDERAL, Brasil",,false,OK,"AV - St. Hospitalar QD 1 - Planaltina, Brasília - DF, 73310-000, Brasil",-15.6255063,-47.652788,ChIJU1N1y0oTWpMR1mpO_KLpMYE,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:50:36Z,,,,,,,,false,,,retry_queue,publish
DF_0010,DF.json,DF,DISTRITO FEDERAL,Sobradinho,Hospital Regional de Sobradinho,Quadra 12 - Área Especial,(61) 3449-5630,10502,Soro antibotrópico|soro anticrotálico|soro antiaracnídico e soro antiescorpiônico,,DISTRITO FEDERAL,Sobradinho,Hospital Regional de Sobradinho,Quadra 12 - Área Especial,(61) 3449-5630,"Soro antibotrópico, soro anticrotálico, soro antiaracnídico e soro antiescorpiônico","Hospital Regional de Sobradinho, Quadra 12 - Área Especial, Sobradinho, DISTRITO FEDERAL, Brasil",,false,OK,"Q 12 - Sobradinho, Brasília - DF, 71928-720, Brasil",-15.648267,-47.7926143,ChIJkWTMm4g_WpMRS_lBxDnZMXo,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:50:37Z,,,,,,,,false,,,retry_queue,publish
DF_0011,DF.json,DF,DISTRITO FEDERAL,Taguatinga,Hospital Regional de Taguatinga,QNC – Área Especial 24,(61)3449-6668,10499,Soro antibotrópico|soro anticrotálico|soro antiaracnídico e soro antiescorpiônico,,DISTRITO FEDERAL,Taguatinga,Hospital Regional de Taguatinga,QNC – Área Especial 24,(61)3449-6668,"Soro antibotrópico, soro anticrotálico, soro antiaracnídico e soro antiescorpiônico","Hospital Regional de Taguatinga, QNC – Área Especial 24, Taguatinga, DISTRITO FEDERAL, Brasil",,false,OK,"St. C Norte Qnc - St. C Norte Área Especial 24 - Taguatinga, Brasília - DF, 72115-902, Brasil",-15.8225343,-48.0690973,ChIJ0WEZoyczWpMRdfBQmlzVz9I,true,GEOMETRIC_CENTER,establishment|health|hospital|point_of_interest,google_maps_geocoding_v1,2026-04-19T14:50:37Z,,,,,,,,false,,,retry_queue,publish
ES_0003,ES.json,ES,ESPÍRITO SANTO,Alfredo Chaves,Pronto Atendimento Municipal Klinger Minassa,"Rua Moacir Saudino, s/n - Centro",(27) 3269-2315,3743772,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,,ESPÍRITO SANTO,Alfredo Chaves,Pronto Atendimento Municipal Klinger Minassa,"Rua Moacir Saudino, s/n - Centro",(27) 3269-2315,"Fonêutrico, Loxoscélico, Escorpiônico, Botrópico","Pronto Atendimento Municipal Klinger Minassa, Rua Moacir Saudino, s/n - Centro, Alfredo Chaves, ESPÍRITO SANTO, Brasil",,false,OK,"R. Moacir Saudino - Alfredo Chaves, ES, 29240-000, Brasil",-20.6361472,-40.7490965,ChIJb7bXl3AHuQARsBOuOLyQ1B8,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:50:38Z,,,,,,,,false,,,retry_queue,publish
ES_0011,ES.json,ES,ESPÍRITO SANTO,Cachoeiro de Itapemirim,Unidade de Pronto Atendimento Dr. Antonio Jorge Abib Netto,"Rua Horaci Amarante Matos, s/n - Marbrasa",(28) 3518-4136,9132813,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,,ESPÍRITO SANTO,Cachoeiro de Itapemirim,Unidade de Pronto Atendimento Dr. Antonio Jorge Abib Netto,"Rua Horaci Amarante Matos, s/n - Marbrasa",(28) 3518-4136,"Fonêutrico, Loxoscélico, Escorpiônico, Botrópico","Unidade de Pronto Atendimento Dr. Antonio Jorge Abib Netto, Rua Horaci Amarante Matos, s/n - Marbrasa, Cachoeiro de Itapemirim, ESPÍRITO SANTO, Brasil",,false,OK,"R. Horaci Amarante Matos - Marbrasa, Cachoeiro de Itapemirim - ES, 29313-668, Brasil",-20.8404624,-41.1626564,ChIJv31fVaBduQARbbyykLFM2Ls,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:50:40Z,,,,,,,,false,,,retry_queue,publish
ES_0019,ES.json,ES,ESPÍRITO SANTO,Fundão,Hospital Dr. César Agostini - HDCA,"Avenida César Pegoretti, s/n - Centro",(27) 3267-1840,2626748,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,,ESPÍRITO SANTO,Fundão,Hospital Dr. César Agostini - HDCA,"Avenida César Pegoretti, s/n - Centro",(27) 3267-1840,"Fonêutrico, Loxoscélico, Escorpiônico, Botrópico","Hospital Dr. César Agostini - HDCA, Avenida César Pegoretti, s/n - Centro, Fundão, ESPÍRITO SANTO, Brasil",,false,OK,"Av. César Pegoretti, Fundão - ES, 29185-000, Brasil",-19.9403576,-40.401273,ChIJ7bCJruKRtwARXIJILEZdRkw,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:50:43Z,,,,,,,,false,,,retry_queue,publish
ES_0021,ES.json,ES,ESPÍRITO SANTO,Guarapari,Unidade de Pronto Atendimento II Dr João Batista de Almeida Neto,"Rua Cachoeiro de Itapemirim, s/n - Ipiranga",(27) 3261-6989,2466422,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,,ESPÍRITO SANTO,Guarapari,Unidade de Pronto Atendimento II Dr João Batista de Almeida Neto,"Rua Cachoeiro de Itapemirim, s/n - Ipiranga",(27) 3261-6989,"Fonêutrico, Loxoscélico, Escorpiônico, Botrópico","Unidade de Pronto Atendimento II Dr João Batista de Almeida Neto, Rua Cachoeiro de Itapemirim, s/n - Ipiranga, Guarapari, ESPÍRITO SANTO, Brasil",,false,OK,"R. Cachoeiro de Itapemirim - Ipiranga, Guarapari - ES, 29201-020, Brasil",-20.677633,-40.5038725,EkhSLiBDYWNob2Vpcm8gZGUgSXRhcGVtaXJpbSAtIElwaXJhbmdhLCBHdWFyYXBhcmkgLSBFUywgMjkyMDEtMDIwLCBCcmF6aWwiLiosChQKEgnbzAqPyVe4ABEzAJzafLBurhIUChIJdS1u3NJXuAARnJlKXcccU1o,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:50:43Z,,,,,,,,false,,,retry_queue,publish
ES_0022,ES.json,ES,ESPÍRITO SANTO,Ibatiba,Pronto Atendimento Municipal Eliana S. T. Carvalho,"Rua Nossa Senhora do Rosário, s/n - Centro",(28) 3543-1136,6517862,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,,ESPÍRITO SANTO,Ibatiba,Pronto Atendimento Municipal Eliana S. T. Carvalho,"Rua Nossa Senhora do Rosário, s/n - Centro",(28) 3543-1136,"Fonêutrico, Loxoscélico, Escorpiônico, Botrópico","Pronto Atendimento Municipal Eliana S. T. Carvalho, Rua Nossa Senhora do Rosário, s/n - Centro, Ibatiba, ESPÍRITO SANTO, Brasil",,false,OK,"Ibatiba, ES, 29395-000, Brasil",-20.2349041,-41.5107931,ChIJJdofnhU6ugARMJqMWxaXRIE,true,APPROXIMATE,locality|political,google_maps_geocoding_v1,2026-04-19T14:50:44Z,,,,,,,,false,,,retry_queue,publish
ES_0023,ES.json,ES,ESPÍRITO SANTO,Ibitirama,Pronto Atendimento Municipal de Ibitirama,"RuaLazarino Ricci, s/n - Centro",(28) 3569-1423,9473769,Botrópico,,ESPÍRITO SANTO,Ibitirama,Pronto Atendimento Municipal de Ibitirama,"RuaLazarino Ricci, s/n - Centro",(28) 3569-1423,Botrópico,"Pronto Atendimento Municipal de Ibitirama, RuaLazarino Ricci, s/n - Centro, Ibitirama, ESPÍRITO SANTO, Brasil",,false,OK,"Av. Lazarino Ricci - Ibitirama, ES, 29540-000, Brasil",-20.5401545,-41.6636038,ChIJ5ezOBJS5uwARbnuEYXxlphk,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:50:44Z,,,,,,,,false,,,retry_queue,publish
ES_0036,ES.json,ES,ESPÍRITO SANTO,Marataízes,Pronto Atendimento da Barra,"Avenida Simão Soares, s/n - Barra do Itapemirim",(28) 3532-5856,2547392,Fonêutrico|Loxoscélico|Escorpiônico|Botrópico,,ESPÍRITO SANTO,Marataízes,Pronto Atendimento da Barra,"Avenida Simão Soares, s/n - Barra do Itapemirim",(28) 3532-5856,"Fonêutrico, Loxoscélico, Escorpiônico, Botrópico","Pronto Atendimento da Barra, Avenida Simão Soares, s/n - Barra do Itapemirim, Marataízes, ESPÍRITO SANTO, Brasil",,false,OK,"Av. Simão Soares - Alto Lagoa Funda, Marataízes - ES, Brasil",-21.0133295,-40.8110955,ChIJM52t20U7uQAR8tYXAaYJ4ms,true,GEOMETRIC_CENTER,route,google_maps_geocoding_v1,2026-04-19T14:50:48Z,,,,,,,,false,,,retry_queue,publish
