uf,cnes,old_city,old_name,new_city,new_name,notes
RJ,6855334,Itaperuna,UPA Itaperuna,,,"Old CNES absent from 2026-07-03 RJ PDF text. New RJ PDF instead lists Posto de Urgência de Itaperuna, CNES 2279274, which already existed in old data."
